"ship","type","time","zone","length","breath","dwt","h_s","t_p","dir","h_sm","h_0","wind_speed","wind_dir","mov_avg","mov_max","mov_sig"
"Ship 8","General Cargo",11/26/15 10:00 AM,5,129.1,15.9,8600,3.53,12.34,342,0.24,0.46,19.22,36,0.24,1.11,0.39
"Ship 8","General Cargo",11/26/15 11:00 AM,5,129.1,15.9,8600,3.09,11.17,340,0.23,1.05,17.42,49,0.16,0.51,0.26
"Ship 8","General Cargo",11/26/15 12:00 PM,5,129.1,15.9,8600,3.01,11.23,338,0.23,1.9,20.78,49,0.21,0.69,0.37
"Ship 8","General Cargo",11/26/15 01:00 PM,5,129.1,15.9,8600,2.94,10.76,342,0.26,2.8,20.07,46,0.16,0.39,0.25
"Ship 8","General Cargo",11/26/15 02:00 PM,5,129.1,15.9,8600,3.04,10.34,341,0.26,3.53,18.18,53,0.15,0.39,0.24
"Ship 8","General Cargo",11/26/15 03:00 PM,5,129.1,15.9,8600,2.54,9.14,338,0.25,3.93,20.99,38,0.19,0.39,0.27
"Ship 8","General Cargo",11/26/15 04:00 PM,5,129.1,15.9,8600,2.65,10.49,340,0.24,3.87,18.58,28,0.18,0.49,0.3
"Ship 8","General Cargo",11/26/15 05:00 PM,5,129.1,15.9,8600,2.71,8.64,340,0.22,3.38,15.13,32,0.15,0.37,0.23
"Ship 8","General Cargo",11/27/15 01:00 AM,5,129.1,15.9,8600,2.51,8.09,340,0.18,2.62,16.19,37,0.17,0.35,0.25
"Ship 8","General Cargo",11/27/15 02:00 AM,5,129.1,15.9,8600,2.3,10.27,348,0.19,3.42,14.1,33,0.14,0.33,0.21
"Ship 8","General Cargo",11/27/15 03:00 AM,5,129.1,15.9,8600,2.43,9.41,342,0.21,3.92,11.33,30,0.11,0.34,0.19
"Ship 8","General Cargo",11/27/15 04:00 AM,5,129.1,15.9,8600,2.31,9.9,340,0.23,4.02,10.85,34,0.13,0.39,0.22
"Ship 8","General Cargo",11/27/15 05:00 AM,5,129.1,15.9,8600,2.27,9.76,341,0.19,3.67,11.12,32,0.14,0.41,0.22
"Ship 8","General Cargo",11/27/15 06:00 AM,5,129.1,15.9,8600,2.06,8.79,338,0.17,2.97,9.9,37,0.14,0.55,0.24
"Ship 8","General Cargo",11/27/15 07:00 AM,5,129.1,15.9,8600,2.26,9.47,339,0.16,2.06,12.8,73,0.11,0.21,0.15
"Ship 8","General Cargo",11/27/15 08:00 AM,5,129.1,15.9,8600,2.15,8.44,339,0.16,1.16,12.65,130,0.12,0.34,0.2
"Ship 8","General Cargo",11/27/15 09:00 AM,5,129.1,15.9,8600,2.15,9.51,341,0.14,0.54,10.94,166,0.15,0.47,0.24
"Ship 8","General Cargo",11/27/15 10:00 AM,5,129.1,15.9,8600,2.29,9.95,339,0.14,0.36,8.83,204,0.14,0.38,0.23
"Ship 8","General Cargo",11/27/15 11:00 AM,5,129.1,15.9,8600,2.04,7.89,342,0.12,0.64,9.64,287,0.19,0.43,0.3
"Ship 8","General Cargo",11/27/15 12:00 PM,5,129.1,15.9,8600,2.03,9.61,339,0.12,1.28,13.48,312,0.14,0.31,0.22
"Ship 8","General Cargo",11/27/15 01:00 PM,5,129.1,15.9,8600,2.12,8.25,340,0.12,2.13,14.41,327,0.12,0.3,0.18
"Ship 8","General Cargo",11/27/15 02:00 PM,5,129.1,15.9,8600,1.92,9.6,341,0.14,2.98,16.5,324,0.15,0.4,0.27
"Ship 8","General Cargo",11/27/15 03:00 PM,5,129.1,15.9,8600,2.04,9.24,334,0.17,3.62,14.71,319,0.2,0.52,0.36
"Ship 5","Bulkcarrier",12/07/15 10:00 AM,5,225,32.2,75399,2.15,14.9,306,0.28,2.58,33.63,178,0.11,0.28,0.18
"Ship 5","Bulkcarrier",12/07/15 11:00 AM,5,225,32.2,75399,2.08,11.87,304,0.29,2.98,35,189,0.11,0.29,0.18
"Ship 5","Bulkcarrier",12/07/15 12:00 PM,5,225,32.2,75399,2.08,12.39,307,0.28,3.23,47.48,200,0.08,0.26,0.15
"Ship 5","Bulkcarrier",12/07/15 01:00 PM,5,225,32.2,75399,2.08,12.41,302,0.29,3.28,54.86,208,0.07,0.19,0.12
"Ship 5","Bulkcarrier",12/07/15 02:00 PM,5,225,32.2,75399,2,12.43,298,0.28,3.09,56.24,208,0.11,0.29,0.18
"Ship 5","Bulkcarrier",12/07/15 03:00 PM,5,225,32.2,75399,2.11,12.35,299,0.25,2.7,60.56,214,0.06,0.27,0.11
"Ship 5","Bulkcarrier",12/07/15 04:00 PM,5,225,32.2,75399,1.73,11.48,294,0.27,2.2,56.77,206,0.09,0.39,0.18
"Ship 5","Bulkcarrier",12/07/15 05:00 PM,5,225,32.2,75399,1.72,12.37,294,0.25,1.73,53.47,211,0.09,0.27,0.14
"Ship 5","Bulkcarrier",12/07/15 06:00 PM,5,225,32.2,75399,1.89,12.41,295,0.25,1.4,52.33,208,0.12,0.32,0.2
"Ship 5","Bulkcarrier",12/07/15 07:00 PM,5,225,32.2,75399,1.88,11.94,297,0.23,1.31,50.23,217,0.11,0.27,0.18
"Ship 5","Bulkcarrier",12/07/15 08:00 PM,5,225,32.2,75399,1.84,12.37,296,0.21,1.48,50.45,208,0.1,0.21,0.17
"Ship 5","Bulkcarrier",12/07/15 09:00 PM,5,225,32.2,75399,1.68,12.12,296,0.21,1.86,48.37,213,0.09,0.21,0.14
"Ship 5","Bulkcarrier",12/07/15 10:00 PM,5,225,32.2,75399,1.75,11.44,297,0.2,2.36,37.37,218,0.07,0.19,0.12
"Ship 5","Bulkcarrier",12/07/15 11:00 PM,5,225,32.2,75399,1.86,12.35,296,0.22,2.86,37.91,222,0.06,0.22,0.12
"Ship 5","Bulkcarrier",12/08/15 12:00 AM,5,225,32.2,75399,1.84,11.68,300,0.25,3.23,24.23,218,0.06,0.17,0.1
"Ship 5","Bulkcarrier",12/08/15 01:00 AM,5,225,32.2,75399,1.9,11.84,303,0.27,3.38,21.44,246,0.09,0.26,0.17
"Ship 5","Bulkcarrier",12/08/15 02:00 AM,5,225,32.2,75399,1.89,11.76,300,0.24,3.26,20.45,238,0.08,0.21,0.14
"Ship 5","Bulkcarrier",12/08/15 03:00 AM,5,225,32.2,75399,2.25,12.02,298,0.23,2.9,17.33,221,0.12,0.4,0.21
"Ship 5","Bulkcarrier",12/08/15 04:00 AM,5,225,32.2,75399,1.9,11.82,301,0.22,2.4,16.9,227,0.1,0.36,0.2
"Ship 5","Bulkcarrier",12/08/15 05:00 AM,5,225,32.2,75399,1.85,11.15,300,0.19,1.86,20.13,230,0.06,0.2,0.1
"Ship 5","Bulkcarrier",12/08/15 06:00 AM,5,225,32.2,75399,1.91,11.65,299,0.21,1.45,17.04,237,0.09,0.3,0.15
"Ship 5","Bulkcarrier",12/08/15 07:00 AM,5,225,32.2,75399,2.27,11.08,297,0.21,1.28,17.82,226,0.06,0.31,0.1
"Ship 5","Bulkcarrier",12/08/15 08:00 AM,5,225,32.2,75399,1.89,10.83,300,0.17,1.36,15,254,0.14,0.33,0.23
"Ship 5","Bulkcarrier",12/08/15 09:00 AM,5,225,32.2,75399,2.09,10.72,301,0.22,1.68,17.76,244,0.07,0.28,0.12
"Ship 5","Bulkcarrier",12/08/15 10:00 AM,5,225,32.2,75399,1.96,11.08,300,0.21,2.14,15.42,245,0.07,0.19,0.12
"Ship 5","Bulkcarrier",12/08/15 11:00 AM,5,225,32.2,75399,1.93,13.5,299,0.2,2.64,13.35,267,0.06,0.16,0.1
"Ship 5","Bulkcarrier",12/08/15 12:00 PM,5,225,32.2,75399,2.06,11.2,309,0.25,3.06,12.62,286,0.06,0.26,0.1
"Ship 5","Bulkcarrier",12/08/15 01:00 PM,5,225,32.2,75399,1.83,10.78,305,0.28,3.27,10.44,297,0.08,0.18,0.13
"Ship 5","Bulkcarrier",12/08/15 02:00 PM,5,225,32.2,75399,2.23,11.05,309,0.29,3.22,11.18,316,0.08,0.3,0.14
"Ship 5","Bulkcarrier",12/08/15 03:00 PM,5,225,32.2,75399,2.51,11.09,307,0.25,2.91,7.34,316,0.1,0.28,0.17
"Ship 5","Bulkcarrier",12/08/15 04:00 PM,5,225,32.2,75399,2.32,11.08,309,0.27,2.4,10.38,132,0.12,0.3,0.21
"Ship 5","Bulkcarrier",12/08/15 05:00 PM,5,225,32.2,75399,2.23,11.07,309,0.25,1.81,8.76,62,0.08,0.24,0.13
"Ship 5","Bulkcarrier",12/08/15 06:00 PM,5,225,32.2,75399,2.39,10.79,307,0.2,1.31,6.84,36,0.1,0.25,0.16
"Ship 5","Bulkcarrier",12/08/15 07:00 PM,5,225,32.2,75399,2.58,10.99,308,0.24,1.02,9.05,128,0.09,0.26,0.14
"Ship 5","Bulkcarrier",12/08/15 08:00 PM,5,225,32.2,75399,2.13,10.97,303,0.28,1.02,13.41,150,0.1,0.29,0.18
"Ship 5","Bulkcarrier",12/08/15 09:00 PM,5,225,32.2,75399,2.45,11.12,304,0.27,1.32,14.84,146,0.14,0.43,0.25
"Ship 5","Bulkcarrier",12/08/15 10:00 PM,5,225,32.2,75399,2.61,10.65,312,0.24,1.83,15.23,146,0.13,0.24,0.2
"Ship 5","Bulkcarrier",12/08/15 11:00 PM,5,225,32.2,75399,2.96,11.12,302,0.33,2.43,15.26,140,0.12,0.33,0.19
"Ship 5","Bulkcarrier",12/09/15 12:00 AM,5,225,32.2,75399,2.74,11.79,303,0.36,2.96,10.85,141,0.15,0.36,0.25
"Ship 5","Bulkcarrier",12/09/15 01:00 AM,5,225,32.2,75399,3.06,12.09,306,0.34,3.3,11.18,142,0.16,0.45,0.26
"Ship 5","Bulkcarrier",12/09/15 02:00 AM,5,225,32.2,75399,3.26,12.34,310,0.41,3.37,13.22,151,0.14,0.35,0.23
"Ship 5","Bulkcarrier",12/09/15 03:00 AM,5,225,32.2,75399,3.54,12.27,307,0.4,3.12,10.98,138,0.12,0.45,0.23
"Ship 5","Bulkcarrier",12/09/15 04:00 AM,5,225,32.2,75399,3.15,12.43,309,0.39,2.64,7.21,144,0.11,0.27,0.19
"Ship 5","Bulkcarrier",12/09/15 05:00 AM,5,225,32.2,75399,3.05,11.3,310,0.35,2.05,9.92,139,0.19,0.46,0.32
"Ship 5","Bulkcarrier",12/09/15 06:00 AM,5,225,32.2,75399,3.4,11.41,308,0.38,1.48,8.72,136,0.21,0.5,0.38
"Ship 5","Bulkcarrier",12/09/15 07:00 AM,5,225,32.2,75399,3.07,11.34,309,0.3,1.09,12.39,150,0.1,0.27,0.17
"Ship 5","Bulkcarrier",12/09/15 08:00 AM,5,225,32.2,75399,2.65,12.19,307,0.27,1,10.76,156,0.11,0.3,0.19
"Ship 5","Bulkcarrier",12/09/15 09:00 AM,5,225,32.2,75399,3.01,12.36,308,0.29,1.21,8.33,150,0.08,0.19,0.13
"Ship 5","Bulkcarrier",12/09/15 10:00 AM,5,225,32.2,75399,3.17,12.37,311,0.27,1.67,6.02,127,0.14,0.4,0.23
"Ship 5","Bulkcarrier",12/09/15 11:00 AM,5,225,32.2,75399,2.91,10.78,307,0.28,2.23,21.04,140,0.12,0.32,0.2
"Ship 5","Bulkcarrier",12/09/15 12:00 PM,5,225,32.2,75399,2.8,11.74,312,0.33,2.79,17.84,159,0.08,0.39,0.15
"Ship 5","Bulkcarrier",12/09/15 01:00 PM,5,225,32.2,75399,2.86,12.22,315,0.31,3.2,3.36,257,0.1,0.27,0.17
"Ship 5","Bulkcarrier",12/09/15 02:00 PM,5,225,32.2,75399,2.71,11.08,312,0.33,3.35,1.46,233,0.14,0.37,0.25
"Ship 5","Bulkcarrier",12/09/15 03:00 PM,5,225,32.2,75399,2.91,11.14,315,0.33,3.21,1.59,268,0.11,0.4,0.19
"Ship 5","Bulkcarrier",12/09/15 04:00 PM,5,225,32.2,75399,2.78,11.28,315,0.3,2.79,1.68,142,0.1,0.27,0.16
"Ship 5","Bulkcarrier",12/09/15 05:00 PM,5,225,32.2,75399,2.9,11.18,314,0.28,2.18,8.08,198,0.14,0.47,0.25
"Ship 5","Bulkcarrier",12/09/15 06:00 PM,5,225,32.2,75399,2.75,11.05,320,0.26,1.55,9.1,236,0.1,0.27,0.17
"Ship 5","Bulkcarrier",12/09/15 07:00 PM,5,225,32.2,75399,2.85,11.48,317,0.22,1.07,12.49,172,0.08,0.27,0.15
"Ship 5","Bulkcarrier",12/09/15 08:00 PM,5,225,32.2,75399,2.73,10.85,317,0.24,0.87,12.55,153,0.2,0.36,0.31
"Ship 5","Bulkcarrier",12/09/15 09:00 PM,5,225,32.2,75399,2.75,11.18,316,0.23,1.01,14.99,149,0.14,0.25,0.21
"Ship 5","Bulkcarrier",12/09/15 10:00 PM,5,225,32.2,75399,2.74,11.1,319,0.26,1.46,14.54,151,0.09,0.21,0.14
"Ship 5","Bulkcarrier",12/09/15 11:00 PM,5,225,32.2,75399,2.5,11.05,318,0.26,2.09,14.39,146,0.08,0.23,0.13
"Ship 5","Bulkcarrier",12/10/15 12:00 AM,5,225,32.2,75399,2.67,11.46,320,0.26,2.74,14.1,152,0.08,0.22,0.15
"Ship 5","Bulkcarrier",12/10/15 01:00 AM,5,225,32.2,75399,2.77,11.55,320,0.26,3.26,13.31,151,0.11,0.27,0.19
"Ship 5","Bulkcarrier",12/10/15 02:00 AM,5,225,32.2,75399,2.75,10.99,317,0.26,3.51,11.38,163,0.14,0.33,0.24
"Ship 5","Bulkcarrier",12/10/15 03:00 AM,5,225,32.2,75399,2.64,11.07,319,0.26,3.44,12.14,174,0.09,0.3,0.16
"Ship 5","Bulkcarrier",12/10/15 04:00 AM,5,225,32.2,75399,2.37,11.09,318,0.24,3.06,11.5,167,0.08,0.22,0.16
"Ship 5","Bulkcarrier",12/10/15 05:00 AM,5,225,32.2,75399,2.58,10.7,316,0.23,2.46,11.36,168,0.09,0.19,0.15
"Ship 5","Bulkcarrier",12/10/15 06:00 AM,5,225,32.2,75399,2.51,10.66,317,0.2,1.77,15.46,206,0.1,0.28,0.18
"Ship 5","Bulkcarrier",12/10/15 07:00 AM,5,225,32.2,75399,2.52,11.09,318,0.23,1.19,12.26,187,0.11,0.44,0.22
"Ship 5","Bulkcarrier",12/10/15 08:00 AM,5,225,32.2,75399,2.67,11.02,321,0.2,0.89,13.75,213,0.11,0.36,0.2
"Ship 5","Bulkcarrier",12/10/15 09:00 AM,5,225,32.2,75399,2.68,11.08,319,0.21,0.92,11.59,198,0.1,0.32,0.17
"Ship 5","Bulkcarrier",12/10/15 10:00 AM,5,225,32.2,75399,2.51,10.84,314,0.24,1.27,13.09,220,0.1,0.24,0.16
"Ship 5","Bulkcarrier",12/10/15 11:00 AM,5,225,32.2,75399,2.48,11.05,317,0.23,1.84,10.33,260,0.07,0.19,0.11
"Ship 5","Bulkcarrier",12/10/15 12:00 PM,5,225,32.2,75399,2.46,11.06,312,0.26,2.48,10.91,277,0.1,0.27,0.18
"Ship 5","Bulkcarrier",12/10/15 01:00 PM,5,225,32.2,75399,2.69,11.01,317,0.3,3.05,7.06,231,0.1,0.34,0.17
"Ship 5","Bulkcarrier",12/10/15 02:00 PM,5,225,32.2,75399,2.28,10.99,309,0.24,3.4,4.7,278,0.09,0.26,0.15
"Ship 5","Bulkcarrier",12/10/15 03:00 PM,5,225,32.2,75399,2.93,10.4,311,0.31,3.43,4.28,314,0.12,0.36,0.21
"Ship 5","Bulkcarrier",12/10/15 04:00 PM,5,225,32.2,75399,2.56,10.52,310,0.31,3.14,2.68,300,0.13,0.32,0.23
"Ship 5","Bulkcarrier",12/10/15 05:00 PM,5,225,32.2,75399,2.87,11.07,312,0.25,2.58,7.24,221,0.08,0.27,0.13
"Ship 5","Bulkcarrier",12/10/15 06:00 PM,5,225,32.2,75399,2.81,10.75,311,0.22,1.88,15.16,147,0.11,0.29,0.19
"Ship 5","Bulkcarrier",12/10/15 07:00 PM,5,225,32.2,75399,2.33,10.37,311,0.22,1.24,18.23,149,0.09,0.26,0.14
"Ship 5","Bulkcarrier",12/10/15 08:00 PM,5,225,32.2,75399,2.26,11.07,318,0.2,0.84,12.92,163,0.1,0.33,0.18
"Ship 5","Bulkcarrier",12/10/15 09:00 PM,5,225,32.2,75399,2.38,11.03,312,0.26,0.79,13.08,144,0.1,0.23,0.17
"Ship 5","Bulkcarrier",12/10/15 10:00 PM,5,225,32.2,75399,2.42,11.02,310,0.25,1.09,15.31,141,0.09,0.22,0.15
"Ship 5","Bulkcarrier",12/10/15 11:00 PM,5,225,32.2,75399,2.32,10.59,310,0.22,1.67,16.98,162,0.08,0.3,0.14
"Ship 5","Bulkcarrier",12/11/15 12:00 AM,5,225,32.2,75399,2.16,10.94,308,0.27,2.39,13.82,142,0.08,0.28,0.13
"Ship 5","Bulkcarrier",12/11/15 01:00 AM,5,225,32.2,75399,2.46,10.79,308,0.27,3.06,14.17,147,0.06,0.15,0.09
"Ship 5","Bulkcarrier",12/11/15 02:00 AM,5,225,32.2,75399,2.39,10.73,309,0.26,3.52,18.54,150,0.07,0.18,0.11
"Ship 5","Bulkcarrier",12/11/15 03:00 AM,5,225,32.2,75399,2.22,10.1,309,0.35,3.66,18.32,146,0.07,0.27,0.13
"Ship 5","Bulkcarrier",12/11/15 04:00 AM,5,225,32.2,75399,2.53,10.6,311,0.26,3.44,17.45,142,0.12,0.31,0.22
"Ship 5","Bulkcarrier",12/11/15 05:00 AM,5,225,32.2,75399,2.14,9.98,312,0.23,2.91,10.97,138,0.09,0.22,0.15
"Ship 5","Bulkcarrier",12/11/15 06:00 AM,5,225,32.2,75399,2.43,10.92,313,0.2,2.2,8.95,158,0.08,0.19,0.13
"Ship 5","Bulkcarrier",12/11/15 07:00 AM,5,225,32.2,75399,2.47,9.98,314,0.2,1.48,12.06,158,0.07,0.21,0.11
"Ship 5","Bulkcarrier",12/11/15 08:00 AM,5,225,32.2,75399,2.12,10.67,312,0.21,0.95,14.73,142,0.11,0.29,0.2
"Ship 5","Bulkcarrier",12/11/15 09:00 AM,5,225,32.2,75399,2.13,10.8,319,0.2,0.76,11.55,142,0.08,0.21,0.14
"Ship 5","Bulkcarrier",12/11/15 10:00 AM,5,225,32.2,75399,2.21,10.26,311,0.17,0.93,11.59,134,0.08,0.32,0.14
"Ship 5","Bulkcarrier",12/11/15 11:00 AM,5,225,32.2,75399,2.26,10.16,315,0.2,1.41,11.04,139,0.09,0.29,0.16
"Ship 5","Bulkcarrier",12/11/15 12:00 PM,5,225,32.2,75399,2.16,10.58,318,0.21,2.08,5.85,158,0.11,0.26,0.19
"Ship 5","Bulkcarrier",12/11/15 01:00 PM,5,225,32.2,75399,2.58,10.18,323,0.22,2.77,7.65,117,0.11,0.32,0.21
"Ship 5","Bulkcarrier",12/11/15 02:00 PM,5,225,32.2,75399,2.73,11.92,318,0.27,3.28,11.48,38,0.15,0.4,0.25
"Ship 5","Bulkcarrier",12/11/15 03:00 PM,5,225,32.2,75399,2.84,14,323,0.27,3.52,8.95,44,0.2,0.41,0.32
"Ship 5","Bulkcarrier",12/11/15 04:00 PM,5,225,32.2,75399,3.02,14.19,318,0.31,3.42,8.62,51,0.22,0.64,0.39
"Ship 45","Bulkcarrier",01/11/16 05:00 PM,5,190,32.3,50779,3.56,12.3,301,0.3,3.85,44,275,0.1,0.27,0.16
"Ship 45","Bulkcarrier",01/11/16 06:00 PM,5,190,32.3,50779,3.54,12.3,302,0.27,3.35,42,287,0.12,0.37,0.22
"Ship 45","Bulkcarrier",01/11/16 07:00 PM,5,190,32.3,50779,3.54,12.3,302,0.24,2.58,38,290,0.09,0.25,0.15
"Ship 45","Bulkcarrier",01/11/16 08:00 PM,5,190,32.3,50779,3.52,12.3,303,0.29,1.74,36,289,0.19,0.47,0.34
"Ship 45","Bulkcarrier",01/11/16 09:00 PM,5,190,32.3,50779,3.5,12.3,304,0.29,1.06,31,287,0.17,0.46,0.3
"Ship 45","Bulkcarrier",01/11/16 10:00 PM,5,190,32.3,50779,3.43,12.3,305,0.39,0.74,25,261,0.09,0.26,0.15
"Ship 45","Bulkcarrier",01/11/16 11:00 PM,5,190,32.3,50779,3.33,12.3,307,0.29,0.86,25,233,0.11,0.35,0.19
"Ship 45","Bulkcarrier",01/12/16 12:00 AM,5,190,32.3,50779,3.19,12.3,307,0.32,1.36,29,230,0.08,0.3,0.14
"Ship 45","Bulkcarrier",01/12/16 01:00 AM,5,190,32.3,50779,3.06,12.3,308,0.26,2.12,29,229,0.07,0.25,0.12
"Ship 45","Bulkcarrier",01/12/16 02:00 AM,5,190,32.3,50779,2.96,12.3,309,0.25,2.96,31,234,0.07,0.23,0.13
"Ship 45","Bulkcarrier",01/12/16 03:00 AM,5,190,32.3,50779,2.88,12.3,310,0.24,3.67,30,236,0.07,0.2,0.11
"Ship 45","Bulkcarrier",01/12/16 04:00 AM,5,190,32.3,50779,2.82,12.3,310,0.25,4.09,31,237,0.07,0.18,0.11
"Ship 45","Bulkcarrier",01/12/16 05:00 AM,5,190,32.3,50779,2.76,12.3,311,0.25,4.11,32,239,0.08,0.19,0.12
"Ship 45","Bulkcarrier",01/12/16 06:00 AM,5,190,32.3,50779,2.72,11.2,312,0.21,3.7,27,254,0.08,0.19,0.13
"Ship 45","Bulkcarrier",01/12/16 07:00 AM,5,190,32.3,50779,2.71,11.2,313,0.25,2.97,35,221,0.09,0.19,0.14
"Ship 45","Bulkcarrier",01/12/16 08:00 AM,5,190,32.3,50779,2.7,11.2,314,0.23,2.07,31,228,0.1,0.23,0.15
"Ship 45","Bulkcarrier",01/12/16 09:00 AM,5,190,32.3,50779,2.69,11.2,315,0.25,1.25,28,251,0.09,0.26,0.15
"Ship 45","Bulkcarrier",01/12/16 10:00 AM,5,190,32.3,50779,2.68,11.2,316,0.24,0.7,19,259,0.15,0.44,0.3
"Ship 45","Bulkcarrier",01/12/16 11:00 AM,5,190,32.3,50779,2.66,11.2,318,0.26,0.59,23,310,0.1,0.44,0.18
"Ship 45","Bulkcarrier",01/12/16 12:00 PM,5,190,32.3,50779,2.64,11.2,319,0.26,0.91,23,310,0.09,0.25,0.15
"Ship 45","Bulkcarrier",01/12/16 01:00 PM,5,190,32.3,50779,2.61,11.2,320,0.26,1.54,21,306,0.08,0.17,0.11
"Ship 45","Bulkcarrier",01/12/16 02:00 PM,5,190,32.3,50779,2.58,11.2,321,0.25,2.33,22,297,0.06,0.15,0.1
"Ship 45","Bulkcarrier",01/12/16 03:00 PM,5,190,32.3,50779,2.55,11.2,322,0.25,3.08,19,293,0.06,0.2,0.1
"Ship 45","Bulkcarrier",01/12/16 04:00 PM,5,190,32.3,50779,2.52,11.2,323,0.25,3.61,15,302,0.07,0.73,0.13
"Ship 22","General Cargo",01/27/16 05:00 PM,4,106.1,15.5,6700,2.75,12.2,306,0.37,3.61,51,226,0.3,0.84,0.48
"Ship 22","General Cargo",01/27/16 06:00 PM,4,106.1,15.5,6700,2.74,11.6,304,0.36,3.6,53,221,0.28,0.65,0.48
"Ship 22","General Cargo",01/27/16 07:00 PM,4,106.1,15.5,6700,2.7,11.9,307,0.36,3.26,55,214,0.31,0.84,0.49
"Ship 22","General Cargo",01/27/16 08:00 PM,4,106.1,15.5,6700,2.45,10.3,303,0.3,2.67,54,214,0.56,1.19,0.82
"Ship 22","General Cargo",01/27/16 09:00 PM,4,106.1,15.5,6700,2.6,12.4,308,0.27,1.98,53,219,0.47,0.94,0.72
"Ship 22","General Cargo",01/27/16 10:00 PM,4,106.1,15.5,6700,2.94,12.4,314,0.29,1.39,20,285,0.42,1.06,0.69
"Ship 22","General Cargo",01/27/16 11:00 PM,4,106.1,15.5,6700,2.99,11.9,314,0.3,1.05,16,244,0.54,1.26,0.91
"Ship 22","General Cargo",01/28/16 12:00 AM,4,106.1,15.5,6700,2.76,11.2,317,0.29,1.04,20,232,0.52,1.2,0.85
"Ship 22","General Cargo",01/28/16 01:00 AM,4,106.1,15.5,6700,2.84,12.4,319,0.28,1.38,22,266,0.47,1.08,0.75
"Ship 22","General Cargo",01/28/16 02:00 AM,4,106.1,15.5,6700,2.73,11.7,313,0.31,1.98,18,270,0.31,1.18,0.52
"Ship 22","General Cargo",01/28/16 03:00 AM,4,106.1,15.5,6700,2.57,12,316,0.35,2.67,11,234,0.25,0.54,0.39
"Ship 22","General Cargo",01/28/16 04:00 AM,4,106.1,15.5,6700,2.41,12,315,0.3,3.29,19,197,0.37,0.73,0.55
"Ship 22","General Cargo",01/28/16 05:00 AM,4,106.1,15.5,6700,2.23,11.6,320,0.28,3.67,17,224,0.25,0.6,0.41
"Ship 22","General Cargo",01/28/16 06:00 AM,4,106.1,15.5,6700,2.33,12.4,322,0.29,3.75,11,263,0.38,0.79,0.61
"Ship 22","General Cargo",01/28/16 07:00 AM,4,106.1,15.5,6700,2.54,12.5,319,0.27,3.48,20,156,0.37,0.82,0.61
"Ship 31","General Cargo",02/02/16 10:00 AM,4,125.2,16.4,8049,3.68,13.9,311,0.36,2.82,21,224,0.55,1.67,1.12
"Ship 31","General Cargo",02/02/16 11:00 AM,4,125.2,16.4,8049,3.6,13.7,314,0.4,2.69,19,230,1.22,2.02,1.82
"Ship 31","General Cargo",02/02/16 06:00 PM,4,125.2,16.4,8049,3.58,12.5,314,0.35,1.8,14,250,0.99,2.08,1.54
"Ship 31","General Cargo",02/02/16 07:00 PM,4,125.2,16.4,8049,3.68,12.2,320,0.31,2.07,18,185,0.6,1.47,1.14
"Ship 31","General Cargo",02/02/16 08:00 PM,4,125.2,16.4,8049,3.61,12.5,319,0.36,2.37,18,67,0.71,2.41,1.12
"Ship 31","General Cargo",02/02/16 09:00 PM,4,125.2,16.4,8049,3.19,12.4,316,0.31,2.62,20,90,0.74,1.82,1.19
"Ship 31","General Cargo",02/02/16 10:00 PM,4,125.2,16.4,8049,3.51,12.7,316,0.33,2.76,19,64,0.63,1.39,1.03
"Ship 31","General Cargo",02/02/16 11:00 PM,4,125.2,16.4,8049,3.28,12.8,316,0.3,2.76,16,42,0.79,1.49,1.29
"Ship 31","General Cargo",02/03/16 12:00 AM,4,125.2,16.4,8049,3.22,12.4,316,0.28,2.61,14,34,0.69,1.78,1.28
"Ship 31","General Cargo",02/03/16 01:00 AM,4,125.2,16.4,8049,3.53,12.4,320,0.3,2.35,13,34,0.82,2.06,1.42
"Ship 31","General Cargo",02/03/16 02:00 AM,4,125.2,16.4,8049,3.41,11.5,315,0.3,2.02,15,57,0.75,1.55,1.16
"Ship 31","General Cargo",02/03/16 03:00 AM,4,125.2,16.4,8049,3.61,12.4,316,0.33,1.73,16,73,1.83,3.69,2.56
"Ship 31","General Cargo",02/03/16 09:00 AM,4,125.2,16.4,8049,3.46,12.4,320,0.39,2.41,27,29,0.73,1.71,1.37
"Ship 31","General Cargo",02/03/16 10:00 AM,4,125.2,16.4,8049,3.04,11.3,324,0.36,2.6,23,30,0.46,1.18,0.77
"Ship 31","General Cargo",02/03/16 11:00 AM,4,125.2,16.4,8049,3.22,12,322,0.4,2.67,23,31,0.74,1.44,1.25
"Ship 31","General Cargo",02/03/16 12:00 PM,4,125.2,16.4,8049,2.91,12,324,0.34,2.59,25,34,0.34,0.91,0.64
"Ship 31","General Cargo",02/03/16 01:00 PM,4,125.2,16.4,8049,3.17,12.4,321,0.34,2.38,25,34,0.56,1.43,0.92
"Ship 31","General Cargo",02/03/16 02:00 PM,4,125.2,16.4,8049,3.05,11.5,327,0.34,2.08,25,33,0.82,1.52,1.25
"Ship 31","General Cargo",02/03/16 03:00 PM,4,125.2,16.4,8049,3.31,12,325,0.33,1.75,27,32,0.54,1.23,0.89
"Ship 41","Bulkcarrier",02/11/16 12:00 PM,4,187,28.6,37000,3.51,12.3,325,0.18,0.61,14,295,0.31,0.67,0.55
