"ship","type","time","zone","length","breath","dwt","h_s","t_p","dir","h_sm","h_0","wind_speed","wind_dir","mov_avg","mov_max","mov_sig"
"Ship 3","Bulk Carrier",02/18/20 12:00 PM,6,180,30,35063,3.7,13.9,318,0.42,2.92,7.55,252,1.09,2.91,1.99
"Ship 3","Bulk Carrier",02/18/20 01:00 PM,6,180,30,35063,4.7,15.4,319,0.39,2.74,7.3,267.5,0.93,2.57,1.51
"Ship 3","Bulk Carrier",02/18/20 02:00 PM,6,180,30,35063,3.4,14.7,320,0.39,2.38,6.15,276,0.96,2.83,1.59
"Ship 3","Bulk Carrier",02/18/20 03:00 PM,6,180,30,35063,3.8,15.1,320,0.4,1.97,7.95,289.5,1.16,3.41,1.9
"Ship 3","Bulk Carrier",02/18/20 04:00 PM,6,180,30,35063,4,15,322,0.38,1.62,10.3,285.5,1.06,2.2,1.66
"Ship 3","Bulk Carrier",02/18/20 05:00 PM,6,180,30,35063,3.7,15.4,321,0.42,1.4,7.75,291,1.24,3.1,2.11
"Ship 3","Bulk Carrier",02/18/20 06:00 PM,6,180,30,35063,4,14.6,318,0.42,1.37,5.75,310.5,1.42,3.8,2.44
"Ship 3","Bulk Carrier",02/18/20 07:00 PM,6,180,30,35063,3.8,14.3,322,0.35,1.53,6.5,311.5,1.34,2.99,2.09
"Ship 3","Bulk Carrier",02/18/20 08:00 PM,6,180,30,35063,3.7,14.8,319,0.33,1.85,10.25,109.5,1.3,3.48,2.41
"Ship 3","Bulk Carrier",02/18/20 09:00 PM,6,180,30,35063,3.7,14.7,318,0.33,2.27,10.6,125.5,1.39,3.2,2.37
"Ship 3","Bulk Carrier",02/18/20 10:00 PM,6,180,30,35063,3.6,14.6,321,0.35,2.67,15.75,123,1.06,3.03,1.77
"Ship 3","Bulk Carrier",02/18/20 11:00 PM,6,180,30,35063,3.4,15.5,319,0.35,2.98,12.65,120,0.97,2.74,1.55
"Ship 3","Bulk Carrier",02/19/20 12:00 AM,6,180,30,35063,3.1,14,323,0.36,3.08,13.8,120.5,1.46,2.9,2.29
"Ship 3","Bulk Carrier",02/19/20 01:00 AM,6,180,30,35063,3.2,13.6,321,0.33,2.98,12.75,131,1.45,3.43,2.25
"Ship 3","Bulk Carrier",02/19/20 02:00 AM,6,180,30,35063,2.9,14,321,0.32,2.67,16,122,1.36,3.22,1.97
"Ship 3","Bulk Carrier",02/19/20 03:00 AM,6,180,30,35063,3,14,321,0.34,2.23,12.95,124,1.59,3.51,2.46
"Ship 3","Bulk Carrier",02/19/20 04:00 AM,6,180,30,35063,2.7,13.9,319,0.25,1.79,12.35,121,1.21,3.1,2.04
"Ship 3","Bulk Carrier",02/19/20 05:00 AM,6,180,30,35063,2.9,14.5,321,0.3,1.43,19,120.5,1.25,3,1.95
"Ship 3","Bulk Carrier",02/19/20 06:00 AM,6,180,30,35063,3.3,13.9,320,0.32,1.24,14.25,125.5,1.21,3.08,2.22
"Ship 3","Bulk Carrier",02/19/20 07:00 AM,6,180,30,35063,2.8,13.6,322,0.29,1.28,18.15,124,1.29,3.16,2.05
"Ship 3","Bulk Carrier",02/19/20 08:00 AM,6,180,30,35063,3,13.9,321,0.31,1.52,16.15,121.5,1.25,3.95,2.27
"Ship 3","Bulk Carrier",02/19/20 09:00 AM,6,180,30,35063,2.9,14.6,322,0.28,1.9,15.05,126,1.23,4.03,2.04
"Ship 3","Bulk Carrier",02/19/20 10:00 AM,6,180,30,35063,3.2,14.1,320,0.28,2.34,7.85,128.5,1.16,3.34,1.92
"Ship 3","Bulk Carrier",02/19/20 11:00 AM,6,180,30,35063,3.2,13.5,324,0.3,2.72,4.85,197.5,1.36,2.94,2.25
"Ship 3","Bulk Carrier",02/19/20 12:00 PM,6,180,30,35063,3.3,13.8,323,0.37,2.97,2.8,261.5,1.08,2.84,1.83
"Ship 3","Bulk Carrier",02/19/20 01:00 PM,6,180,30,35063,3,15.2,323,0.32,3.01,5.6,308.5,1.07,2.52,1.85
"Ship 3","Bulk Carrier",02/19/20 02:00 PM,6,180,30,35063,3.3,13.7,322,0.32,2.83,6.65,330,1.04,3.74,1.88
"Ship 3","Bulk Carrier",02/19/20 03:00 PM,6,180,30,35063,2.7,13.8,323,0.31,2.48,7.8,292.5,1.15,2.94,2.02
"Ship 3","Bulk Carrier",02/19/20 04:00 PM,6,180,30,35063,3,14.5,323,0.29,2.02,12.2,277,1.16,2.9,2.19
"Ship 3","Bulk Carrier",02/19/20 05:00 PM,6,180,30,35063,3,13.8,324,0.31,1.61,11.6,266.5,1.2,3,2.11
"Ship 3","Bulk Carrier",02/19/20 06:00 PM,6,180,30,35063,3.2,14,322,0.26,1.34,15.65,264,1.09,2.75,2.03
"Ship 3","Bulk Carrier",02/19/20 07:00 PM,6,180,30,35063,2.5,13.2,322,0.28,1.28,13.65,240,1.09,2.89,1.87
"Ship 3","Bulk Carrier",02/19/20 08:00 PM,6,180,30,35063,2.8,13.3,324,0.33,1.47,13.1,190,1.43,3.67,2.44
"Ship 3","Bulk Carrier",02/19/20 09:00 PM,6,180,30,35063,2.6,12.8,321,0.28,1.86,18.2,196,1.1,2.46,1.91
"Ship 3","Bulk Carrier",02/19/20 10:00 PM,6,180,30,35063,2.9,13.3,322,0.31,2.34,20.45,198,1.16,2.61,2.03
"Ship 3","Bulk Carrier",02/19/20 11:00 PM,6,180,30,35063,2.8,13.1,322,0.25,2.82,21.7,191.5,1.13,2.77,1.99
"Ship 3","Bulk Carrier",02/20/20 12:00 AM,6,180,30,35063,2.6,13.2,320,0.29,3.19,22.05,194,1.3,2.36,1.97
"Ship 3","Bulk Carrier",02/20/20 01:00 AM,6,180,30,35063,2.8,13.2,320,0.33,3.32,29.6,193,1.02,2.51,1.84
"Ship 3","Bulk Carrier",02/20/20 02:00 AM,6,180,30,35063,2.8,13.2,319,0.4,3.21,28.7,192.5,1.23,2.69,1.99
"Ship 3","Bulk Carrier",02/20/20 03:00 AM,6,180,30,35063,2.9,12.1,316,0.29,2.85,30.8,188.5,1.16,2.69,1.98
"Ship 3","Bulk Carrier",02/20/20 04:00 AM,6,180,30,35063,2.5,13.5,318,0.37,2.33,30.85,159,1.4,3.15,2.31
"Ship 3","Bulk Carrier",02/20/20 05:00 AM,6,180,30,35063,2.6,12.8,316,0.3,1.79,29.3,147.5,0.89,3.08,1.5
"Ship 3","Bulk Carrier",02/20/20 06:00 AM,6,180,30,35063,2.7,13.2,316,0.28,1.35,27.05,151.5,0.97,2.14,1.57
"Ship 3","Bulk Carrier",02/20/20 07:00 AM,6,180,30,35063,2.5,13,317,0.26,1.15,30.85,172.5,1.09,2.49,1.79
"Ship 3","Bulk Carrier",02/20/20 08:00 AM,6,180,30,35063,2.5,12.9,316,0.31,1.2,29.55,183.5,0.99,2.1,1.61
"Ship 3","Bulk Carrier",02/20/20 09:00 AM,6,180,30,35063,2.6,12.9,315,0.29,1.49,25.85,191.5,1.7,4.1,2.84
"Ship 3","Bulk Carrier",02/20/20 10:00 AM,6,180,30,35063,2.7,12.9,315,0.26,1.94,33.85,190,1.19,3.39,2.06
"Ship 3","Bulk Carrier",02/20/20 11:00 AM,6,180,30,35063,2.7,12.8,313,0.3,2.46,28.2,189.5,1.19,2.99,2.04
"Ship 3","Bulk Carrier",02/20/20 12:00 PM,6,180,30,35063,2.9,12.6,313,0.33,2.89,17.75,193.5,1.41,3.39,2.57
"Ship 3","Bulk Carrier",02/20/20 01:00 PM,6,180,30,35063,3.2,12.4,313,0.34,3.18,15.9,192.5,1.35,3.21,2.23
"Ship 3","Bulk Carrier",02/20/20 02:00 PM,6,180,30,35063,2.8,12.3,313,0.35,3.18,12.75,340,1.54,3.7,2.48
