"ship","type","time","zone","length","breath","dwt","h_s","t_p","dir","h_sm","h_0","wind_speed","wind_dir","mov_avg","mov_max","mov_sig"
"Ship 33","General cargo",01/16/18 02:00 PM,4,138.86,15.87,10273,5.98,12.4,329,0.36,3.25,22.1,256.75,0.21,0.65,0.37
"Ship 33","General cargo",01/16/18 03:00 PM,4,138.86,15.87,10273,5.56,12,329,0.4,3.42,21.8,268.05,0.34,1.22,0.64
"Ship 33","General cargo",01/16/18 04:00 PM,4,138.86,15.87,10273,5.8,13.9,327,0.42,3.25,22.2,271,0.38,1.2,0.66
"Ship 33","General cargo",01/16/18 05:00 PM,4,138.86,15.87,10273,5.85,14.2,327,0.37,2.8,24.65,268.1,0.39,1.35,0.72
"Ship 33","General cargo",01/16/18 06:00 PM,4,138.86,15.87,10273,6.62,14.2,329,0.38,2.21,25.2,265.05,0.23,0.69,0.38
"Ship 33","General cargo",01/16/18 11:00 PM,4,138.86,15.87,10273,6.23,14.2,327,0.42,1.54,21.05,269.1,0.5,1.45,0.88
"Ship 33","General cargo",01/17/18 12:00 AM,4,138.86,15.87,10273,7.49,14.3,328,0.45,2.19,19.1,279.1,0.54,1.88,0.91
"Ship 33","General cargo",01/17/18 01:00 AM,4,138.86,15.87,10273,7.55,14.3,327,0.43,2.87,25.9,296.8,0.6,2.1,1.09
"Ship 33","General cargo",01/17/18 02:00 AM,4,138.86,15.87,10273,6.29,14,328,0.45,3.39,20.95,322.55,0.4,0.94,0.64
"Ship 33","General cargo",01/17/18 03:00 AM,4,138.86,15.87,10273,7.31,14.3,332,0.54,3.62,22.2,311.9,1.12,2.65,1.87
"Ship 33","General cargo",01/17/18 04:00 AM,4,138.86,15.87,10273,8.04,14.3,328,0.48,3.52,22.45,336.35,1.41,4.15,2.54
"Ship 33","General cargo",01/17/18 05:00 AM,4,138.86,15.87,10273,8.43,14.5,331,0.41,3.11,17.45,346.1,1.7,3.06,2.52
"Ship 33","General cargo",01/17/18 06:00 AM,4,138.86,15.87,10273,6.94,14.3,331,0.5,2.47,10.4,333.55,0.89,2.28,1.56
"Ship 28","General cargo",01/18/18 01:00 PM,3,118,16.5,7300,5.94,14.2,323,0.38,2.14,14.6,271.95,0.39,1.8,0.81
"Ship 28","General cargo",01/18/18 01:59 PM,3,118,16.5,7300,5.72,14.4,326,0.4,2.8,16.15,267.7,0.57,2.28,1.07
"Ship 28","General cargo",01/18/18 02:59 PM,3,118,16.5,7300,5.68,14.2,327,0.39,3.29,11.25,270.55,0.47,1.78,1
"Ship 28","General cargo",01/18/18 03:59 PM,3,118,16.5,7300,5.56,14.2,325,0.35,3.48,12.1,264.2,0.47,1.78,0.89
"Ship 28","General cargo",01/18/18 04:59 PM,3,118,16.5,7300,5.22,14.2,325,0.37,3.32,13.25,266.55,0.42,1.37,0.79
"Ship 28","General cargo",01/18/18 05:59 PM,3,118,16.5,7300,5.45,14.2,325,0.4,2.88,11.15,249.9,0.44,2.16,0.9
"Ship 28","General cargo",01/18/18 06:59 PM,3,118,16.5,7300,4.79,13.3,325,0.36,2.23,12,261.95,0.45,1.91,0.87
"Ship 28","General cargo",01/19/18 01:59 AM,3,118,16.5,7300,4.23,13,325,0.36,2.82,16.05,228.3,0.33,1.95,0.72
"Ship 28","General cargo",01/19/18 02:59 AM,3,118,16.5,7300,3.8,12.9,327,0.37,3.4,15.4,255.65,0.35,1.79,0.76
"Ship 28","General cargo",01/19/18 03:59 AM,3,118,16.5,7300,4.16,13.2,324,0.38,3.69,20.15,222.85,0.39,1.22,0.78
"Ship 28","General cargo",01/19/18 04:59 AM,3,118,16.5,7300,4.1,12.1,327,0.37,3.65,14.4,268.65,0.46,1.74,0.88
"Ship 9","Bulkcarrier",01/22/18 01:00 PM,5,224.98,32.24,77105,1.92,14.3,336,0.2,0.97,19.05,243.6,0.48,0.57,0.52
"Ship 9","Bulkcarrier",01/22/18 02:00 PM,5,224.98,32.24,77105,1.67,13.3,341,0.22,1.31,22.15,232.4,0.45,0.55,0.49
"Ship 9","Bulkcarrier",01/22/18 03:00 PM,5,224.98,32.24,77105,1.73,15.4,345,0.21,1.84,15.5,252.3,0.48,0.59,0.51
"Ship 9","Bulkcarrier",01/22/18 04:00 PM,5,224.98,32.24,77105,1.73,13.3,350,0.23,2.42,13.5,245.65,0.47,0.59,0.5
"Ship 9","Bulkcarrier",01/22/18 05:00 PM,5,224.98,32.24,77105,1.78,14.3,344,0.24,2.91,11.15,251,0.47,0.6,0.52
"Ship 9","Bulkcarrier",01/22/18 06:00 PM,5,224.98,32.24,77105,1.65,14.3,347,0.27,3.18,14.75,224.85,0.5,0.62,0.55
"Ship 9","Bulkcarrier",01/22/18 07:00 PM,5,224.98,32.24,77105,1.56,14.3,346,0.31,3.16,24,212.25,0.51,0.62,0.55
"Ship 9","Bulkcarrier",01/22/18 08:00 PM,5,224.98,32.24,77105,1.54,13.3,347,0.31,2.9,18.85,214.25,0.53,0.65,0.58
"Ship 9","Bulkcarrier",01/22/18 09:00 PM,5,224.98,32.24,77105,1.57,12.5,337,0.28,2.42,14.55,224.75,0.56,0.69,0.6
"Ship 9","Bulkcarrier",01/22/18 10:00 PM,5,224.98,32.24,77105,1.5,14.3,334,0.25,1.84,26.9,215.9,0.5,0.7,0.55
"Ship 9","Bulkcarrier",01/22/18 11:00 PM,5,224.98,32.24,77105,1.48,14.3,337,0.23,1.35,21.05,221.1,0.51,0.59,0.54
"Ship 9","Bulkcarrier",01/23/18 12:00 AM,5,224.98,32.24,77105,1.3,13.3,338,0.24,1.06,20.5,218.45,0.51,0.63,0.54
"Ship 9","Bulkcarrier",01/23/18 01:00 AM,5,224.98,32.24,77105,1.37,12.5,341,0.21,1.06,19.65,215.45,0.51,0.67,0.54
"Ship 9","Bulkcarrier",01/23/18 02:00 AM,5,224.98,32.24,77105,1.47,14.3,340,0.24,1.35,18.1,225.6,0.5,0.61,0.54
"Ship 9","Bulkcarrier",01/23/18 03:00 AM,5,224.98,32.24,77105,1.43,12.5,352,0.23,1.82,16.55,215.15,0.49,0.61,0.53
"Ship 9","Bulkcarrier",01/23/18 04:00 AM,5,224.98,32.24,77105,1.45,12.5,353,0.24,2.41,18.15,221.55,0.44,0.58,0.48
"Ship 9","Bulkcarrier",01/23/18 05:00 AM,5,224.98,32.24,77105,1.35,12.5,354,0.22,2.95,18.25,227.75,0.52,0.65,0.56
"Ship 9","Bulkcarrier",01/23/18 06:00 AM,5,224.98,32.24,77105,1.27,12.5,339,0.26,3.29,21.25,222.9,0.49,0.59,0.53
"Ship 9","Bulkcarrier",01/23/18 07:00 AM,5,224.98,32.24,77105,1.35,12.5,341,0.25,3.39,23.5,193.7,0.5,0.6,0.54
"Ship 9","Bulkcarrier",01/23/18 08:00 AM,5,224.98,32.24,77105,1.19,12.5,337,0.28,3.2,24.1,215.65,0.5,0.61,0.54
"Ship 9","Bulkcarrier",01/23/18 09:00 AM,5,224.98,32.24,77105,1.21,12.5,332,0.26,2.76,33.05,215.65,0.52,0.64,0.57
"Ship 9","Bulkcarrier",01/23/18 10:00 AM,5,224.98,32.24,77105,1.37,12.5,323,0.27,2.17,30.85,210.55,0.52,0.64,0.56
"Ship 9","Bulkcarrier",01/23/18 11:00 AM,5,224.98,32.24,77105,1.19,13.3,333,0.23,1.58,31.35,214,0.52,0.64,0.56
"Ship 9","Bulkcarrier",01/23/18 12:00 PM,5,224.98,32.24,77105,1.15,12.5,330,0.25,1.14,34.15,216.35,0.51,0.63,0.55
"Ship 9","Bulkcarrier",01/23/18 01:00 PM,5,224.98,32.24,77105,1.26,12.5,326,0.22,1,35.55,218.85,0.51,0.67,0.55
"Ship 9","Bulkcarrier",01/23/18 02:00 PM,5,224.98,32.24,77105,1.23,12.5,327,0.23,1.14,33.75,216.45,0.49,0.59,0.53
"Ship 9","Bulkcarrier",01/23/18 03:00 PM,5,224.98,32.24,77105,1.06,11.8,338,0.24,1.52,23.4,218.55,0.43,0.55,0.47
"Ship 9","Bulkcarrier",01/23/18 04:00 PM,5,224.98,32.24,77105,1.04,12.5,337,0.25,2.03,15.7,228.05,0.39,0.51,0.43
"Ship 9","Bulkcarrier",01/23/18 05:00 PM,5,224.98,32.24,77105,1.13,12.5,329,0.26,2.54,17.6,221.9,0.41,0.52,0.45
"Ship 9","Bulkcarrier",01/23/18 06:00 PM,5,224.98,32.24,77105,1.11,11.8,342,0.26,2.95,4.4,239.25,0.46,0.58,0.5
"Ship 9","Bulkcarrier",01/23/18 07:00 PM,5,224.98,32.24,77105,1.04,11.8,340,0.28,3.12,20.7,220.75,0.44,0.55,0.47
"Ship 9","Bulkcarrier",01/23/18 08:00 PM,5,224.98,32.24,77105,1.07,11.8,350,0.25,3.05,31.9,216.45,0.45,0.54,0.48
"Ship 9","Bulkcarrier",01/23/18 09:00 PM,5,224.98,32.24,77105,1.11,11.8,336,0.28,2.76,34.8,218.9,0.46,0.57,0.49
"Ship 9","Bulkcarrier",01/23/18 10:00 PM,5,224.98,32.24,77105,1.1,11.8,336,0.25,2.3,36.4,213.4,0.45,0.57,0.49
"Ship 9","Bulkcarrier",01/23/18 11:00 PM,5,224.98,32.24,77105,1.1,11.8,333,0.24,1.79,35.55,213,0.43,0.53,0.47
"Ship 9","Bulkcarrier",01/24/18 12:00 AM,5,224.98,32.24,77105,1.05,11.8,334,0.19,1.39,14.95,218.75,0.51,0.6,0.54
"Ship 9","Bulkcarrier",01/24/18 01:00 AM,5,224.98,32.24,77105,1.05,11.1,338,0.21,1.19,15.8,221.9,0.53,0.64,0.57
"Ship 9","Bulkcarrier",01/24/18 02:00 AM,5,224.98,32.24,77105,1.13,13.3,332,0.21,1.23,42.6,213.35,0.46,0.58,0.49
"Ship 9","Bulkcarrier",01/24/18 03:00 AM,5,224.98,32.24,77105,1.23,12.5,326,0.18,1.52,49.85,205.9,0.4,0.5,0.43
"Ship 9","Bulkcarrier",01/24/18 04:00 AM,5,224.98,32.24,77105,1.29,12.5,334,0.2,1.98,49.15,203,0.37,0.46,0.41
"Ship 9","Bulkcarrier",01/24/18 05:00 AM,5,224.98,32.24,77105,1.33,13.3,336,0.2,2.51,41.2,199.6,0.34,0.45,0.37
"Ship 9","Bulkcarrier",01/24/18 06:00 AM,5,224.98,32.24,77105,1.3,13.3,338,0.25,2.98,45.75,208.1,0.37,0.48,0.41
"Ship 9","Bulkcarrier",01/24/18 07:00 AM,5,224.98,32.24,77105,1.44,12.5,323,0.25,3.27,48.7,206.6,0.34,0.43,0.38
"Ship 9","Bulkcarrier",01/24/18 08:00 AM,5,224.98,32.24,77105,1.33,13.3,323,0.25,3.33,58.3,206.45,0.34,0.44,0.38
"Ship 9","Bulkcarrier",01/24/18 09:00 AM,5,224.98,32.24,77105,1.32,11.8,325,0.3,3.11,34.1,193.75,0.38,0.48,0.42
"Ship 9","Bulkcarrier",01/24/18 10:00 AM,5,224.98,32.24,77105,1.21,13.3,328,0.28,2.71,43.65,211.5,0.38,0.52,0.42
"Ship 9","Bulkcarrier",01/24/18 11:00 AM,5,224.98,32.24,77105,1.24,13.3,325,0.32,2.16,46.15,204.8,0.36,0.49,0.4
"Ship 9","Bulkcarrier",01/24/18 12:00 PM,5,224.98,32.24,77105,1.29,12.5,330,0.28,1.64,47.95,210.5,0.39,0.5,0.43
"Ship 9","Bulkcarrier",01/24/18 01:00 PM,5,224.98,32.24,77105,1.19,12.5,331,0.28,1.3,54.9,215.55,0.4,0.51,0.44
"Ship 9","Bulkcarrier",01/24/18 02:00 PM,5,224.98,32.24,77105,1.26,11.8,338,0.28,1.21,55.85,218.25,0.44,0.58,0.48
"Ship 9","Bulkcarrier",01/24/18 03:00 PM,5,224.98,32.24,77105,1.18,12.5,342,0.31,1.39,51.75,220.55,0.41,0.58,0.46
"Ship 9","Bulkcarrier",01/24/18 04:00 PM,5,224.98,32.24,77105,1.36,13.3,351,0.32,1.73,49.8,219.35,0.39,0.54,0.44
"Ship 9","Bulkcarrier",01/24/18 05:00 PM,5,224.98,32.24,77105,1.33,12.5,348,0.34,2.21,53.9,218.55,0.37,0.55,0.43
"Ship 9","Bulkcarrier",01/24/18 06:00 PM,5,224.98,32.24,77105,1.3,14.3,346,0.39,2.65,21.7,316.45,0.49,0.69,0.55
"Ship 9","Bulkcarrier",01/24/18 07:00 PM,5,224.98,32.24,77105,1.46,14.3,345,0.37,2.99,14.35,269.85,0.5,0.67,0.56
"Ship 9","Bulkcarrier",01/24/18 08:00 PM,5,224.98,32.24,77105,1.45,14.3,342,0.39,3.13,20.5,219.25,0.42,0.64,0.49
"Ship 9","Bulkcarrier",01/24/18 09:00 PM,5,224.98,32.24,77105,1.67,16.7,328,0.4,3.07,18.7,211.5,0.45,0.62,0.51
"Ship 9","Bulkcarrier",01/24/18 10:00 PM,5,224.98,32.24,77105,1.62,13.3,325,0.43,2.79,17,221.45,0.49,0.71,0.57
"Ship 9","Bulkcarrier",01/24/18 11:00 PM,5,224.98,32.24,77105,1.8,16.7,315,0.45,2.38,20.15,239.25,0.46,0.76,0.53
"Ship 9","Bulkcarrier",01/25/18 12:00 AM,5,224.98,32.24,77105,1.96,15.4,317,0.38,1.94,13.8,250.6,0.46,0.64,0.53
"Ship 9","Bulkcarrier",01/25/18 01:00 AM,5,224.98,32.24,77105,2.26,15.4,313,0.39,1.57,26.9,225.9,0.41,0.6,0.47
"Ship 9","Bulkcarrier",01/25/18 02:00 AM,5,224.98,32.24,77105,2.48,14.3,312,0.39,1.38,21.05,265.7,0.39,0.57,0.45
"Ship 9","Bulkcarrier",01/25/18 03:00 AM,5,224.98,32.24,77105,2.72,15.4,313,0.41,1.42,16.25,241.65,0.39,0.57,0.45
"Ship 9","Bulkcarrier",01/25/18 04:00 AM,5,224.98,32.24,77105,2.44,15.4,319,0.38,1.67,17.4,249.6,0.48,0.64,0.55
"Ship 9","Bulkcarrier",01/25/18 05:00 AM,5,224.98,32.24,77105,2.7,15.4,315,0.37,2.09,19.4,231.9,0.49,0.68,0.54
"Ship 9","Bulkcarrier",01/25/18 06:00 AM,5,224.98,32.24,77105,2.56,15.4,313,0.44,2.55,15.9,259.2,0.46,0.6,0.52
"Ship 9","Bulkcarrier",01/25/18 07:00 AM,5,224.98,32.24,77105,2.43,15.4,312,0.39,2.96,26.25,275.95,0.44,0.57,0.5
"Ship 9","Bulkcarrier",01/25/18 08:00 AM,5,224.98,32.24,77105,2.79,15.4,314,0.34,3.23,16.9,254.85,0.44,0.62,0.49
"Ship 9","Bulkcarrier",01/25/18 09:00 AM,5,224.98,32.24,77105,2.42,15.4,314,0.35,3.27,21.2,247.65,0.44,0.63,0.5
"Ship 9","Bulkcarrier",01/25/18 10:00 AM,5,224.98,32.24,77105,2.18,15.4,308,0.36,3.07,20,321.15,0.54,0.72,0.6
"Ship 9","Bulkcarrier",01/25/18 11:00 AM,5,224.98,32.24,77105,2.08,15.4,321,0.35,2.7,19.7,328.25,0.59,0.76,0.65
"Ship 9","Bulkcarrier",01/25/18 12:00 PM,5,224.98,32.24,77105,1.79,14.3,318,0.38,2.19,18.4,311.7,0.57,0.8,0.64
"Ship 9","Bulkcarrier",01/25/18 01:00 PM,5,224.98,32.24,77105,1.97,14.3,320,0.33,1.72,17.3,293.3,0.57,0.76,0.63
"Ship 9","Bulkcarrier",01/25/18 02:00 PM,5,224.98,32.24,77105,1.86,15.4,323,0.31,1.41,29.55,298.75,0.55,0.79,0.61
"Ship 9","Bulkcarrier",01/25/18 03:00 PM,5,224.98,32.24,77105,1.9,15.4,325,0.3,1.3,18.3,284.95,0.52,0.66,0.58
"Ship 9","Bulkcarrier",01/25/18 04:00 PM,5,224.98,32.24,77105,1.71,14.3,326,0.35,1.4,29.3,287.35,0.57,0.72,0.62
"Ship 9","Bulkcarrier",01/25/18 05:00 PM,5,224.98,32.24,77105,1.81,15.4,334,0.35,1.72,26,301.8,0.55,0.72,0.6
"Ship 9","Bulkcarrier",01/25/18 06:00 PM,5,224.98,32.24,77105,1.64,14.3,333,0.34,2.13,23.65,308.35,0.52,0.76,0.59
"Ship 9","Bulkcarrier",01/25/18 07:00 PM,5,224.98,32.24,77105,1.75,15.4,334,0.38,2.54,11.05,296.5,0.57,0.79,0.64
"Ship 9","Bulkcarrier",01/25/18 08:00 PM,5,224.98,32.24,77105,1.73,14.3,328,0.34,2.88,20.85,304.8,0.54,0.69,0.6
"Ship 9","Bulkcarrier",01/25/18 09:00 PM,5,224.98,32.24,77105,1.56,14.3,324,0.36,3.03,29.9,312.15,0.61,0.8,0.68
"Ship 9","Bulkcarrier",01/25/18 10:00 PM,5,224.98,32.24,77105,1.64,14.3,322,0.35,3,22.95,328.7,0.59,0.78,0.65
"Ship 9","Bulkcarrier",01/25/18 11:00 PM,5,224.98,32.24,77105,1.64,14.3,326,0.42,2.76,23.35,346.25,0.52,0.74,0.59
"Ship 9","Bulkcarrier",01/26/18 12:00 AM,5,224.98,32.24,77105,1.96,14.3,325,0.33,2.35,22.2,355.45,0.62,0.77,0.67
"Ship 9","Bulkcarrier",01/26/18 01:00 AM,5,224.98,32.24,77105,1.62,14.3,328,0.33,1.92,19.55,333.75,0.65,0.86,0.73
"Ship 9","Bulkcarrier",01/26/18 02:00 AM,5,224.98,32.24,77105,1.58,14.3,325,0.35,1.55,15.65,303.45,0.68,0.92,0.77
"Ship 9","Bulkcarrier",01/26/18 03:00 AM,5,224.98,32.24,77105,1.37,13.3,334,0.4,1.32,25.8,353.35,0.68,0.87,0.75
"Ship 9","Bulkcarrier",01/26/18 04:00 AM,5,224.98,32.24,77105,1.42,14.3,334,0.32,1.31,26.4,341.8,0.69,0.92,0.76
"Ship 9","Bulkcarrier",01/26/18 05:00 AM,5,224.98,32.24,77105,1.45,14.3,331,0.37,1.51,26.1,342.15,0.67,0.9,0.74
"Ship 9","Bulkcarrier",01/26/18 06:00 AM,5,224.98,32.24,77105,1.47,14.3,337,0.35,1.87,27.95,352.7,0.64,0.81,0.7
"Ship 9","Bulkcarrier",01/26/18 07:00 AM,5,224.98,32.24,77105,1.28,14.3,343,0.36,2.29,23.85,334.45,0.6,0.81,0.67
"Ship 9","Bulkcarrier",01/26/18 08:00 AM,5,224.98,32.24,77105,1.55,14.3,332,0.33,2.69,26.2,341.05,0.69,0.86,0.75
"Ship 9","Bulkcarrier",01/26/18 09:00 AM,5,224.98,32.24,77105,1.36,15.4,348,0.34,2.98,26.05,350.05,0.61,0.84,0.67
"Ship 9","Bulkcarrier",01/26/18 10:00 AM,5,224.98,32.24,77105,1.5,14.3,345,0.36,3.05,27.6,354.1,0.61,0.75,0.66
"Ship 9","Bulkcarrier",01/26/18 11:00 AM,5,224.98,32.24,77105,1.4,14.3,346,0.32,2.92,25.4,185.55,0.58,0.77,0.64
"Ship 9","Bulkcarrier",01/26/18 12:00 PM,5,224.98,32.24,77105,1.4,14.3,349,0.34,2.59,20.35,335.1,0.6,0.79,0.66
"Ship 9","Bulkcarrier",01/26/18 01:00 PM,5,224.98,32.24,77105,1.48,14.3,3,0.33,2.11,30.95,8.65,0.63,0.79,0.69
"Ship 9","Bulkcarrier",01/26/18 02:00 PM,5,224.98,32.24,77105,1.75,14.3,7,0.3,1.64,20.65,181.45,0.64,0.81,0.7
"Ship 9","Bulkcarrier",01/26/18 03:00 PM,5,224.98,32.24,77105,1.85,14.3,12,0.29,1.27,18.2,179.95,0.67,0.83,0.73
"Ship 9","Bulkcarrier",01/26/18 04:00 PM,5,224.98,32.24,77105,2.18,8.3,11,0.3,1.12,21.9,2.25,0.68,0.83,0.74
"Ship 21","General cargo",02/01/18 12:00 AM,5,99.6,15.5,6795,1.82,11.1,329,0.14,2.04,25.82,2,0.59,0.69,0.63
"Ship 21","General cargo",02/01/18 01:00 AM,5,99.6,15.5,6795,1.9,11.8,329,0.2,2.96,24.11,3.5,0.58,0.67,0.62
"Ship 21","General cargo",02/01/18 02:00 AM,5,99.6,15.5,6795,2.21,11.1,330,0.19,3.74,26.89,6,0.62,0.71,0.66
"Ship 21","General cargo",02/01/18 03:00 AM,5,99.6,15.5,6795,2.37,13.3,331,0.23,4.15,22.66,180.5,0.6,0.7,0.64
"Ship 21","General cargo",02/01/18 04:00 AM,5,99.6,15.5,6795,2.45,13.3,334,0.23,4.1,27.72,0.5,0.6,0.77,0.64
"Ship 21","General cargo",02/01/18 05:00 AM,5,99.6,15.5,6795,2.5,14.3,336,0.24,3.59,26.33,178.5,0.73,1.06,0.84
"Ship 30","Bulkcarrier",02/05/18 01:00 PM,5,225,32.26,77288,3.65,10.5,356,0.33,0.66,51.05,35.8,0.33,0.56,0.44
"Ship 30","Bulkcarrier",02/05/18 02:00 PM,5,225,32.26,77288,3.64,12.5,356,0.34,0.96,47.25,38.1,0.45,0.65,0.55
"Ship 30","Bulkcarrier",02/05/18 03:00 PM,5,225,32.26,77288,3.49,10.5,353,0.3,1.51,45.35,39.55,0.21,0.44,0.3
"Ship 30","Bulkcarrier",02/05/18 04:00 PM,5,225,32.26,77288,3.43,13.3,356,0.31,2.18,49.95,34.95,0.2,0.54,0.32
"Ship 30","Bulkcarrier",02/05/18 05:00 PM,5,225,32.26,77288,3.2,13.3,358,0.35,2.79,44.85,41.2,0.14,0.43,0.24
"Ship 30","Bulkcarrier",02/05/18 06:00 PM,5,225,32.26,77288,3.02,12.5,359,0.36,3.2,36.5,52.05,0.11,0.32,0.19
"Ship 30","Bulkcarrier",02/05/18 07:00 PM,5,225,32.26,77288,3.02,10.5,355,0.32,3.31,42.1,40,0.11,0.37,0.18
"Ship 30","Bulkcarrier",02/05/18 08:00 PM,5,225,32.26,77288,2.84,11.8,353,0.24,3.1,46.2,51.15,0.09,0.25,0.14
"Ship 30","Bulkcarrier",02/05/18 09:00 PM,5,225,32.26,77288,2.68,9.5,356,0.19,2.63,39.05,40.65,0.11,0.42,0.18
"Ship 30","Bulkcarrier",02/05/18 10:00 PM,5,225,32.26,77288,2.67,12.5,351,0.25,1.99,39.85,28.4,0.11,0.24,0.15
"Ship 30","Bulkcarrier",02/05/18 11:00 PM,5,225,32.26,77288,2.64,11.8,348,0.18,1.36,34.45,47.35,0.13,0.33,0.19
"Ship 30","Bulkcarrier",02/06/18 12:00 AM,5,225,32.26,77288,2.39,11.8,349,0.19,0.92,26.5,60.1,0.1,0.23,0.14
"Ship 30","Bulkcarrier",02/06/18 01:00 AM,5,225,32.26,77288,2.43,12.5,342,0.17,0.82,17.2,141.3,0.09,0.33,0.14
"Ship 30","Bulkcarrier",02/06/18 02:00 AM,5,225,32.26,77288,2.11,9.5,349,0.16,1.02,13.25,73.1,0.09,0.25,0.14
"Ship 30","Bulkcarrier",02/06/18 03:00 AM,5,225,32.26,77288,2.3,10,349,0.16,1.49,29.2,41.3,0.1,0.25,0.15
"Ship 30","Bulkcarrier",02/06/18 04:00 AM,5,225,32.26,77288,2.45,11.1,345,0.16,2.12,18.1,56.6,0.07,0.22,0.11
"Ship 30","Bulkcarrier",02/06/18 05:00 AM,5,225,32.26,77288,2.11,10.5,344,0.18,2.73,9.9,132.15,0.06,0.19,0.1
"Ship 30","Bulkcarrier",02/06/18 06:00 AM,5,225,32.26,77288,1.99,11.8,349,0.17,3.18,25.85,39.9,0.07,0.2,0.12
"Ship 30","Bulkcarrier",02/06/18 07:00 AM,5,225,32.26,77288,2.06,11.1,345,0.17,3.37,30.7,47.5,0.05,0.19,0.08
"Ship 30","Bulkcarrier",02/06/18 08:00 AM,5,225,32.26,77288,1.96,8.7,348,0.16,3.27,25.3,23.7,0.13,0.21,0.16
"Ship 30","Bulkcarrier",02/06/18 09:00 AM,5,225,32.26,77288,1.92,9.5,344,0.16,2.92,27.35,65.35,0.13,0.25,0.17
"Ship 30","Bulkcarrier",02/06/18 10:00 AM,5,225,32.26,77288,2,8,339,0.16,2.37,7.1,87.35,0.12,0.24,0.16
"Ship 30","Bulkcarrier",02/06/18 11:00 AM,5,225,32.26,77288,1.92,7.7,342,0.16,1.75,19.55,51.3,0.16,0.28,0.21
"Ship 30","Bulkcarrier",02/06/18 12:00 PM,5,225,32.26,77288,1.86,8.3,348,0.13,1.23,18.1,28.65,0.28,0.43,0.34
"Ship 30","Bulkcarrier",02/06/18 01:00 PM,5,225,32.26,77288,2.09,11.1,345,0.14,0.96,25.3,23.7,0.29,0.45,0.36
"Ship 30","Bulkcarrier",02/06/18 02:00 PM,5,225,32.26,77288,1.97,10,347,0.14,0.99,18.65,21.55,0.2,0.32,0.25
"Ship 30","Bulkcarrier",02/06/18 03:00 PM,5,225,32.26,77288,1.87,11.1,344,0.15,1.31,18.8,17.75,0.15,0.28,0.2
"Ship 30","Bulkcarrier",02/06/18 04:00 PM,5,225,32.26,77288,1.88,10.5,348,0.13,1.8,21.9,28.25,0.12,0.21,0.15
"Ship 30","Bulkcarrier",02/06/18 05:00 PM,5,225,32.26,77288,1.97,10.6,330,0.17,2.34,21.85,27.8,0.11,0.22,0.15
"Ship 30","Bulkcarrier",02/06/18 06:00 PM,5,225,32.26,77288,1.85,11.1,346,0.14,2.81,32.05,8.35,0.12,0.2,0.15
"Ship 30","Bulkcarrier",02/06/18 07:00 PM,5,225,32.26,77288,1.88,10.5,343,0.15,3.1,19.55,17.8,0.13,0.41,0.19
"Ship 30","Bulkcarrier",02/06/18 08:00 PM,5,225,32.26,77288,2.11,13.3,348,0.18,3.13,33.75,32.1,0.16,0.37,0.22
"Ship 30","Bulkcarrier",02/06/18 09:00 PM,5,225,32.26,77288,3.01,11.8,341,0.22,2.9,52.55,29.7,0.39,0.65,0.5
"Ship 30","Bulkcarrier",02/06/18 10:00 PM,5,225,32.26,77288,4.76,11.8,324,0.32,2.5,31.3,55.6,0.28,0.79,0.48
"Ship 30","Bulkcarrier",02/06/18 11:00 PM,5,225,32.26,77288,4.67,11.8,328,0.3,1.95,27.65,38.5,0.57,1.09,0.86
"Ship 30","Bulkcarrier",02/07/18 12:00 AM,5,225,32.26,77288,5.29,11.8,331,0.38,1.48,26.45,69.8,0.36,0.77,0.52
"Ship 30","Bulkcarrier",02/07/18 01:00 AM,5,225,32.26,77288,5.15,11.8,335,0.31,1.15,47.05,16.6,0.86,1.3,1.07
"Ship 30","Bulkcarrier",02/07/18 02:00 AM,5,225,32.26,77288,6.16,12.5,335,0.34,1.09,44.4,19.85,1.09,1.59,1.33
"Ship 30","Bulkcarrier",02/07/18 03:00 AM,5,225,32.26,77288,5.39,16.7,338,0.38,1.3,41.05,18.2,0.36,1.07,0.6
"Ship 30","Bulkcarrier",02/07/18 04:00 AM,5,225,32.26,77288,6.66,12.5,334,0.35,1.7,27.8,37.15,0.3,0.77,0.45
"Ship 30","Bulkcarrier",02/07/18 05:00 AM,5,225,32.26,77288,5.65,14.3,334,0.41,2.19,37.3,39.5,0.31,0.96,0.47
"Ship 30","Bulkcarrier",02/07/18 06:00 AM,5,225,32.26,77288,5.7,16.7,336,0.39,2.64,45.85,33.95,0.35,0.91,0.54
"Ship 30","Bulkcarrier",02/07/18 07:00 AM,5,225,32.26,77288,5.99,14.3,336,0.49,2.96,51.35,46.1,0.31,0.7,0.46
"Ship 30","Bulkcarrier",02/07/18 08:00 AM,5,225,32.26,77288,6.45,14.3,335,0.39,3.07,58.55,43.8,0.39,0.92,0.58
"Ship 30","Bulkcarrier",02/07/18 09:00 AM,5,225,32.26,77288,6.35,14.3,334,0.44,2.94,49.3,29.95,0.34,0.99,0.56
"Ship 30","Bulkcarrier",02/07/18 10:00 AM,5,225,32.26,77288,5.55,13.3,335,0.37,2.63,33.95,57.35,0.32,0.84,0.5
"Ship 30","Bulkcarrier",02/07/18 11:00 AM,5,225,32.26,77288,5.51,12.5,333,0.37,2.19,27.65,73.7,0.22,0.65,0.37
