"ship","type","time","zone","length","breath","dwt","h_s","t_p","dir","h_sm","h_0","wind_speed","wind_dir","mov_avg","mov_max","mov_sig"
"Ship 9","Bulkcarrier",01/23/18 05:59 PM,5,224.98,32.24,77105,2.17,11.1,312,0.26,2.89,7,239,0.18,0.41,0.28
"Ship 9","Bulkcarrier",01/23/18 06:59 PM,5,224.98,32.24,77105,2.29,10.8,313,0.28,3.11,23,220,0.16,0.43,0.25
"Ship 9","Bulkcarrier",01/23/18 07:59 PM,5,224.98,32.24,77105,2.23,11.2,308,0.25,3.08,34,216,0.17,0.44,0.25
"Ship 9","Bulkcarrier",01/23/18 08:59 PM,5,224.98,32.24,77105,2.46,10.6,310,0.28,2.82,38,215,0.18,0.5,0.27
"Ship 9","Bulkcarrier",01/23/18 10:00 PM,5,224.98,32.24,77105,2.29,10.7,309,0.25,2.38,36,212,0.17,0.41,0.26
"Ship 9","Bulkcarrier",01/23/18 11:00 PM,5,224.98,32.24,77105,2.2,10.3,308,0.24,1.87,29,207,0.19,0.44,0.3
"Ship 9","Bulkcarrier",01/24/18 12:00 AM,5,224.98,32.24,77105,2.01,10,304,0.19,1.44,12,238,0.18,0.36,0.25
"Ship 9","Bulkcarrier",01/24/18 01:00 AM,5,224.98,32.24,77105,2.3,10.6,309,0.21,1.21,30,219,0.17,0.4,0.26
"Ship 9","Bulkcarrier",01/24/18 02:00 AM,5,224.98,32.24,77105,2.12,10.2,308,0.21,1.21,47,212,0.18,0.45,0.27
"Ship 9","Bulkcarrier",01/24/18 03:00 AM,5,224.98,32.24,77105,2.16,10.3,306,0.18,1.46,51,206,0.17,0.42,0.26
"Ship 9","Bulkcarrier",01/24/18 04:00 AM,5,224.98,32.24,77105,1.9,10.5,308,0.2,1.9,47,203,0.2,0.46,0.3
"Ship 9","Bulkcarrier",01/24/18 05:00 AM,5,224.98,32.24,77105,2.12,11.1,310,0.2,2.43,42,203,0.18,0.43,0.28
"Ship 9","Bulkcarrier",01/24/18 06:00 AM,5,224.98,32.24,77105,1.88,10.1,305,0.25,2.92,48,203,0.19,0.46,0.29
"Ship 9","Bulkcarrier",01/24/18 07:00 AM,5,224.98,32.24,77105,2.16,11.1,306,0.25,3.25,51,204,0.18,0.46,0.27
"Ship 9","Bulkcarrier",01/24/18 08:00 AM,5,224.98,32.24,77105,2.07,10.3,305,0.25,3.33,53,206,0.19,0.47,0.29
"Ship 9","Bulkcarrier",01/24/18 12:00 PM,5,224.98,32.24,77105,2.45,11.2,307,0.28,1.72,48,211,0.2,0.42,0.31
"Ship 9","Bulkcarrier",01/24/18 01:00 PM,5,224.98,32.24,77105,2.53,11.7,304,0.28,1.34,54,216,0.18,0.49,0.29
"Ship 9","Bulkcarrier",01/24/18 02:00 PM,5,224.98,32.24,77105,2.52,11.9,311,0.28,1.21,54,218,0.21,0.45,0.32
"Ship 9","Bulkcarrier",01/24/18 03:00 PM,5,224.98,32.24,77105,3.11,12.5,309,0.31,1.33,51,222,0.21,0.53,0.33
"Ship 9","Bulkcarrier",01/24/18 04:00 PM,5,224.98,32.24,77105,3.11,12.9,316,0.32,1.66,49,220,0.2,0.45,0.33
"Ship 9","Bulkcarrier",01/24/18 05:00 PM,5,224.98,32.24,77105,3.65,12.8,315,0.34,2.12,46,241,0.21,0.54,0.34
"Ship 9","Bulkcarrier",01/24/18 06:00 PM,5,224.98,32.24,77105,4.79,13.2,310,0.39,2.59,23,301,0.25,0.58,0.38
"Ship 9","Bulkcarrier",01/24/18 07:00 PM,5,224.98,32.24,77105,4.07,13.7,308,0.37,2.95,14,252,0.28,0.69,0.43
"Ship 9","Bulkcarrier",01/24/18 08:00 PM,5,224.98,32.24,77105,4.34,14.1,309,0.39,3.13,21,214,0.26,0.64,0.42
"Ship 9","Bulkcarrier",01/24/18 09:00 PM,5,224.98,32.24,77105,4.44,14.2,311,0.4,3.09,21,215,0.23,0.48,0.34
"Ship 9","Bulkcarrier",01/24/18 10:00 PM,5,224.98,32.24,77105,4.63,14,307,0.43,2.85,19,225,0.24,0.66,0.36
"Ship 9","Bulkcarrier",01/24/18 11:00 PM,5,224.98,32.24,77105,4.91,14.2,310,0.45,2.45,18,250,0.22,0.71,0.34
"Ship 9","Bulkcarrier",01/25/18 12:00 AM,5,224.98,32.24,77105,4.71,14,306,0.38,2,18,239,0.24,0.63,0.38
"Ship 9","Bulkcarrier",01/25/18 01:00 AM,5,224.98,32.24,77105,4.17,13.4,309,0.39,1.61,23,243,0.22,0.53,0.37
"Ship 9","Bulkcarrier",01/25/18 02:00 AM,5,224.98,32.24,77105,4.94,14,306,0.39,1.39,19,255,0.23,0.7,0.35
"Ship 9","Bulkcarrier",01/25/18 03:00 AM,5,224.98,32.24,77105,4.41,12.6,308,0.41,1.4,18,245,0.21,0.55,0.35
"Ship 9","Bulkcarrier",01/25/18 04:00 AM,5,224.98,32.24,77105,4.18,12.3,308,0.38,1.63,18,247,0.21,0.55,0.35
"Ship 9","Bulkcarrier",01/25/18 05:00 AM,5,224.98,32.24,77105,4.18,13.4,317,0.37,2.02,20,238,0.26,0.58,0.39
"Ship 9","Bulkcarrier",01/25/18 06:00 AM,5,224.98,32.24,77105,4.54,13.6,312,0.44,2.49,22,278,0.23,0.61,0.36
"Ship 9","Bulkcarrier",01/25/18 07:00 AM,5,224.98,32.24,77105,3.97,12.9,310,0.39,2.91,21,264,0.24,0.47,0.37
"Ship 9","Bulkcarrier",01/25/18 08:00 AM,5,224.98,32.24,77105,4.23,12.5,310,0.34,3.19,20,253,0.21,0.5,0.34
"Ship 9","Bulkcarrier",01/25/18 09:00 AM,5,224.98,32.24,77105,4.39,12.6,310,0.35,3.28,20,294,0.24,0.5,0.35
"Ship 9","Bulkcarrier",01/25/18 10:00 AM,5,224.98,32.24,77105,4.41,12.4,311,0.36,3.13,18,325,0.26,0.82,0.41
"Ship 9","Bulkcarrier",01/25/18 11:00 AM,5,224.98,32.24,77105,3.84,13.6,310,0.35,2.76,21,326,0.29,0.66,0.43
"Ship 9","Bulkcarrier",01/25/18 12:00 PM,5,224.98,32.24,77105,4.26,13.1,310,0.38,2.27,17,306,0.24,0.55,0.37
"Ship 9","Bulkcarrier",01/25/18 01:00 PM,5,224.98,32.24,77105,3.93,13.6,313,0.33,1.79,23,296,0.26,0.54,0.4
"Ship 9","Bulkcarrier",01/25/18 02:00 PM,5,224.98,32.24,77105,3.76,12.5,312,0.31,1.44,32,297,0.23,0.61,0.34
"Ship 9","Bulkcarrier",01/25/18 03:00 PM,5,224.98,32.24,77105,3.92,11.8,312,0.3,1.3,22,301,0.19,0.41,0.29
"Ship 9","Bulkcarrier",01/25/18 04:00 PM,5,224.98,32.24,77105,3.77,13,315,0.35,1.38,27,300,0.19,0.42,0.29
"Ship 9","Bulkcarrier",01/25/18 05:00 PM,5,224.98,32.24,77105,4.04,13.7,317,0.35,1.66,24,306,0.23,0.55,0.35
"Ship 9","Bulkcarrier",01/25/18 06:00 PM,5,224.98,32.24,77105,4.14,12.7,317,0.34,2.05,24,310,0.19,0.47,0.3
"Ship 9","Bulkcarrier",01/25/18 07:00 PM,5,224.98,32.24,77105,4.53,13.7,313,0.38,2.47,21,303,0.18,0.46,0.29
"Ship 9","Bulkcarrier",01/25/18 08:00 PM,5,224.98,32.24,77105,4.61,12.5,315,0.34,2.82,24,308,0.22,0.65,0.34
"Ship 9","Bulkcarrier",01/25/18 09:00 PM,5,224.98,32.24,77105,4.46,12.5,312,0.36,3.01,26,325,0.2,0.41,0.31
"Ship 9","Bulkcarrier",01/25/18 10:00 PM,5,224.98,32.24,77105,4.93,12.4,312,0.35,3.01,18,229,0.21,0.5,0.32
"Ship 9","Bulkcarrier",01/25/18 11:00 PM,5,224.98,32.24,77105,4.69,12.3,317,0.42,2.8,25,290,0.24,0.54,0.37
"Ship 9","Bulkcarrier",01/26/18 12:00 AM,5,224.98,32.24,77105,4.56,12.4,315,0.33,2.42,19,343,0.21,0.54,0.33
"Ship 9","Bulkcarrier",01/26/18 01:00 AM,5,224.98,32.24,77105,4.99,13,313,0.33,1.99,21,332,0.23,0.48,0.34
"Ship 9","Bulkcarrier",01/26/18 02:00 AM,5,224.98,32.24,77105,4.87,12.5,318,0.35,1.6,21,336,0.21,0.51,0.33
"Ship 9","Bulkcarrier",01/26/18 03:00 AM,5,224.98,32.24,77105,4.57,12.4,317,0.4,1.34,23,354,0.21,0.52,0.33
"Ship 9","Bulkcarrier",01/26/18 04:00 AM,5,224.98,32.24,77105,4.97,12.7,314,0.32,1.29,24,284,0.21,0.64,0.32
"Ship 9","Bulkcarrier",01/26/18 05:00 AM,5,224.98,32.24,77105,5.3,12.7,317,0.37,1.46,27,346,0.21,0.54,0.33
"Ship 9","Bulkcarrier",01/26/18 06:00 AM,5,224.98,32.24,77105,4.54,12.4,318,0.35,1.79,26,352,0.22,0.47,0.33
"Ship 9","Bulkcarrier",01/26/18 07:00 AM,5,224.98,32.24,77105,5.01,12.5,319,0.36,2.23,25,333,0.22,0.45,0.33
"Ship 9","Bulkcarrier",01/26/18 08:00 AM,5,224.98,32.24,77105,5.1,12.5,321,0.33,2.64,25,344,0.22,0.63,0.31
"Ship 9","Bulkcarrier",01/26/18 09:00 AM,5,224.98,32.24,77105,4.9,12.2,316,0.34,2.94,25,348,0.24,0.58,0.37
"Ship 9","Bulkcarrier",01/26/18 10:00 AM,5,224.98,32.24,77105,4.75,12.2,318,0.36,3.05,25,296,0.23,0.55,0.36
"Ship 9","Bulkcarrier",01/26/18 11:00 AM,5,224.98,32.24,77105,4.33,12.4,317,0.32,2.94,22,127,0.19,0.47,0.31
"Ship 9","Bulkcarrier",01/26/18 12:00 PM,5,224.98,32.24,77105,4.36,12.2,319,0.34,2.64,23,290,0.25,0.65,0.37
"Ship 39","Bulkcarrier",02/01/18 11:00 AM,4,177.85,28.6,37406,4.58,13.3,335,0.29,0.54,28,358,0.19,0.55,0.28
"Ship 39","Bulkcarrier",02/01/18 12:00 PM,4,177.85,28.6,37406,5.04,14.3,336,0.27,1.23,31,64,0.18,0.49,0.27
"Ship 39","Bulkcarrier",02/01/18 01:00 PM,4,177.85,28.6,37406,4.93,13.3,334,0.35,2.16,25,63,0.22,0.57,0.34
"Ship 39","Bulkcarrier",02/01/18 02:00 PM,4,177.85,28.6,37406,4.81,12.5,335,0.35,3.07,31,124,0.26,0.6,0.39
"Ship 39","Bulkcarrier",02/01/18 03:00 PM,4,177.85,28.6,37406,5,14.3,333,0.38,3.74,33,3,0.26,0.62,0.4
"Ship 39","Bulkcarrier",02/01/18 04:00 PM,4,177.85,28.6,37406,5.07,14.3,332,0.33,3.99,34,179,0.31,0.43,0.41
"Ship 30","Bulkcarrier",02/05/18 01:00 PM,5,225,32.26,77288,3.65,10.5,356,0.33,0.64,50,37,0.1,0.22,0.16
"Ship 30","Bulkcarrier",02/05/18 01:59 PM,5,225,32.26,77288,3.64,12.5,356,0.34,0.89,48,38,0.11,0.21,0.16
"Ship 30","Bulkcarrier",02/05/18 02:59 PM,5,225,32.26,77288,3.49,10.5,353,0.3,1.42,48,36,0.07,0.17,0.11
"Ship 30","Bulkcarrier",02/05/18 03:59 PM,5,225,32.26,77288,3.43,13.3,356,0.31,2.07,48,38,0.1,0.23,0.15
"Ship 30","Bulkcarrier",02/05/18 04:59 PM,5,225,32.26,77288,3.2,13.3,358,0.35,2.7,47,47,0.09,0.24,0.13
"Ship 30","Bulkcarrier",02/05/18 05:59 PM,5,225,32.26,77288,3.02,12.5,359,0.36,3.15,38,46,0.07,0.18,0.11
"Ship 30","Bulkcarrier",02/05/18 06:59 PM,5,225,32.26,77288,3.02,10.5,355,0.32,3.31,42,44,0.06,0.2,0.11
"Ship 30","Bulkcarrier",02/05/18 07:59 PM,5,225,32.26,77288,2.84,11.8,353,0.24,3.16,40,48,0.07,0.18,0.1
"Ship 30","Bulkcarrier",02/05/18 08:59 PM,5,225,32.26,77288,2.68,9.5,356,0.19,2.73,39,42,0.06,0.15,0.1
"Ship 30","Bulkcarrier",02/05/18 09:59 PM,5,225,32.26,77288,2.67,12.5,351,0.25,2.1,36,37,0.06,0.16,0.1
"Ship 30","Bulkcarrier",02/05/18 10:59 PM,5,225,32.26,77288,2.64,11.8,348,0.18,1.46,33,54,0.07,0.17,0.11
"Ship 30","Bulkcarrier",02/06/18 12:00 AM,5,225,32.26,77288,2.39,11.8,349,0.19,0.98,23,94,0.06,0.16,0.1
"Ship 30","Bulkcarrier",02/06/18 12:59 AM,5,225,32.26,77288,2.43,12.5,342,0.17,0.81,12,148,0.05,0.14,0.09
"Ship 30","Bulkcarrier",02/06/18 01:59 AM,5,225,32.26,77288,2.11,9.5,349,0.16,0.98,15,38,0.06,0.15,0.09
"Ship 30","Bulkcarrier",02/06/18 02:59 AM,5,225,32.26,77288,2.3,10,349,0.16,1.42,32,55,0.05,0.15,0.09
"Ship 30","Bulkcarrier",02/06/18 03:59 AM,5,225,32.26,77288,2.45,11.1,345,0.16,2.02,19,63,0.06,0.14,0.09
"Ship 30","Bulkcarrier",02/06/18 04:59 AM,5,225,32.26,77288,2.11,10.5,344,0.18,2.64,17,86,0.06,0.14,0.09
"Ship 30","Bulkcarrier",02/06/18 05:59 AM,5,225,32.26,77288,1.99,11.8,349,0.17,3.13,26,28,0.07,0.15,0.1
"Ship 30","Bulkcarrier",02/06/18 06:59 AM,5,225,32.26,77288,2.06,11.1,345,0.17,3.36,24,55,0.06,0.12,0.09
"Ship 30","Bulkcarrier",02/06/18 07:59 AM,5,225,32.26,77288,1.96,8.7,348,0.16,3.31,25,41,0.07,0.17,0.11
"Ship 30","Bulkcarrier",02/06/18 08:59 AM,5,225,32.26,77288,1.92,9.5,344,0.16,2.99,22,73,0.06,0.14,0.09
"Ship 30","Bulkcarrier",02/06/18 09:59 AM,5,225,32.26,77288,2,8,339,0.16,2.47,9,76,0.07,0.14,0.1
"Ship 30","Bulkcarrier",02/06/18 10:59 AM,5,225,32.26,77288,1.92,7.7,342,0.16,1.84,20,48,0.07,0.17,0.1
"Ship 30","Bulkcarrier",02/06/18 11:59 AM,5,225,32.26,77288,1.86,8.3,348,0.13,1.3,23,26,0.06,0.15,0.09
"Ship 30","Bulkcarrier",02/06/18 12:59 PM,5,225,32.26,77288,2.09,11.1,345,0.14,0.99,23,27,0.07,0.19,0.1
"Ship 30","Bulkcarrier",02/06/18 01:59 PM,5,225,32.26,77288,1.97,10,347,0.14,0.98,18,23,0.07,0.16,0.1
"Ship 30","Bulkcarrier",02/06/18 02:59 PM,5,225,32.26,77288,1.87,11.1,344,0.15,1.24,19,20,0.06,0.14,0.1
"Ship 30","Bulkcarrier",02/06/18 03:59 PM,5,225,32.26,77288,1.88,10.5,348,0.13,1.7,22,31,0.07,0.14,0.1
"Ship 30","Bulkcarrier",02/06/18 04:59 PM,5,225,32.26,77288,1.97,10.6,330,0.17,2.25,22,26,0.07,0.17,0.11
"Ship 30","Bulkcarrier",02/06/18 05:59 PM,5,225,32.26,77288,1.85,11.1,346,0.14,2.75,26,70,0.07,0.17,0.11
"Ship 30","Bulkcarrier",02/06/18 06:59 PM,5,225,32.26,77288,1.88,10.5,343,0.15,3.07,24,22,0.07,0.15,0.1
"Ship 30","Bulkcarrier",02/06/18 07:59 PM,5,225,32.26,77288,2.11,13.3,348,0.18,3.14,39,29,0.06,0.13,0.09
"Ship 30","Bulkcarrier",02/06/18 08:59 PM,5,225,32.26,77288,3.01,11.8,341,0.22,2.95,45,38,0.1,0.22,0.14
"Ship 30","Bulkcarrier",02/06/18 10:00 PM,5,225,32.26,77288,4.76,11.8,324,0.32,2.57,31,57,0.12,0.29,0.19
"Ship 30","Bulkcarrier",02/06/18 10:59 PM,5,225,32.26,77288,4.67,11.8,328,0.3,2.04,39,45,0.13,0.32,0.2
"Ship 30","Bulkcarrier",02/07/18 12:00 AM,5,225,32.26,77288,5.29,11.8,331,0.38,1.53,33,56,0.12,0.26,0.19
"Ship 30","Bulkcarrier",02/07/18 12:59 AM,5,225,32.26,77288,5.15,11.8,335,0.31,1.19,44,18,0.12,0.29,0.17
"Ship 30","Bulkcarrier",02/07/18 01:59 AM,5,225,32.26,77288,6.16,12.5,335,0.34,1.09,47,36,0.12,0.3,0.18
"Ship 30","Bulkcarrier",02/07/18 02:59 AM,5,225,32.26,77288,5.39,16.7,338,0.38,1.26,39,34,0.12,0.28,0.18
"Ship 30","Bulkcarrier",02/07/18 03:59 AM,5,225,32.26,77288,6.66,12.5,334,0.35,1.63,35,42,0.11,0.29,0.18
"Ship 30","Bulkcarrier",02/07/18 04:59 AM,5,225,32.26,77288,5.65,14.3,334,0.41,2.1,41,25,0.13,0.31,0.19
"Ship 30","Bulkcarrier",02/07/18 05:59 AM,5,225,32.26,77288,5.7,16.7,336,0.39,2.57,48,39,0.12,0.36,0.19
"Ship 30","Bulkcarrier",02/07/18 06:59 AM,5,225,32.26,77288,5.99,14.3,336,0.49,2.91,49,44,0.13,0.3,0.2
"Ship 30","Bulkcarrier",02/07/18 07:59 AM,5,225,32.26,77288,6.45,14.3,335,0.39,3.06,50,38,0.13,0.3,0.2
"Ship 30","Bulkcarrier",02/07/18 08:59 AM,5,225,32.26,77288,6.35,14.3,334,0.44,2.98,42,40,0.11,0.25,0.17
"Ship 30","Bulkcarrier",02/07/18 09:59 AM,5,225,32.26,77288,5.55,13.3,335,0.37,2.69,29,59,0.12,0.29,0.18
"Ship 30","Bulkcarrier",02/07/18 10:59 AM,5,225,32.26,77288,5.51,12.5,333,0.37,2.27,28,80,0.11,0.3,0.16
"Ship 30","Bulkcarrier",02/07/18 11:59 AM,5,225,32.26,77288,5.98,16.7,330,0.33,1.78,22,78,0.12,0.25,0.17
"Ship 30","Bulkcarrier",02/07/18 12:59 PM,5,225,32.26,77288,5.15,15.4,333,0.36,1.37,32,55,0.11,0.27,0.17
"Ship 30","Bulkcarrier",02/07/18 01:59 PM,5,225,32.26,77288,5.04,14.3,333,0.32,1.15,26,64,0.11,0.26,0.16
"Ship 30","Bulkcarrier",02/07/18 02:59 PM,5,225,32.26,77288,5.36,15.4,333,0.36,1.17,22,40,0.11,0.23,0.16
"Ship 30","Bulkcarrier",02/07/18 03:59 PM,5,225,32.26,77288,4.66,15.4,336,0.33,1.41,33,35,0.1,0.24,0.16
"Ship 30","Bulkcarrier",02/07/18 04:59 PM,5,225,32.26,77288,4.85,15.4,332,0.3,1.76,31,36,0.09,0.24,0.13
"Ship 30","Bulkcarrier",02/07/18 05:59 PM,5,225,32.26,77288,4.82,14.3,333,0.37,2.19,25,79,0.1,0.25,0.15
"Ship 30","Bulkcarrier",02/07/18 06:59 PM,5,225,32.26,77288,4.53,14.3,332,0.35,2.59,18,65,0.1,0.25,0.15
"Ship 30","Bulkcarrier",02/07/18 07:59 PM,5,225,32.26,77288,4.4,14.3,328,0.35,2.85,12,147,0.11,0.26,0.17
"Ship 30","Bulkcarrier",02/07/18 08:59 PM,5,225,32.26,77288,3.61,15.5,332,0.29,2.91,15,139,0.12,0.29,0.18
"Ship 30","Bulkcarrier",02/07/18 09:59 PM,5,225,32.26,77288,4.22,15.4,331,0.38,2.77,16,108,0.11,0.25,0.16
"Ship 30","Bulkcarrier",02/07/18 10:59 PM,5,225,32.26,77288,4.18,14.3,330,0.39,2.46,15,147,0.15,0.3,0.22
"Ship 30","Bulkcarrier",02/08/18 12:00 AM,5,225,32.26,77288,3.92,15.4,336,0.33,2.06,15,148,0.15,0.3,0.22
"Ship 30","Bulkcarrier",02/08/18 12:59 AM,5,225,32.26,77288,4.19,15.4,327,0.32,1.66,14,148,0.13,0.3,0.19
"Ship 30","Bulkcarrier",02/08/18 01:59 AM,5,225,32.26,77288,3.92,14.3,328,0.32,1.4,13,149,0.14,0.31,0.21
"Ship 30","Bulkcarrier",02/08/18 02:59 AM,5,225,32.26,77288,4.18,14.3,330,0.31,1.33,14,150,0.12,0.3,0.19
"Ship 30","Bulkcarrier",02/08/18 03:59 AM,5,225,32.26,77288,3.98,15.4,328,0.32,1.46,13,152,0.12,0.35,0.19
"Ship 30","Bulkcarrier",02/08/18 04:59 AM,5,225,32.26,77288,3.59,15.4,331,0.27,1.75,12,142,0.13,0.31,0.2
"Ship 30","Bulkcarrier",02/08/18 05:59 AM,5,225,32.26,77288,3.71,14.3,328,0.29,2.12,13,148,0.13,0.29,0.19
"Ship 30","Bulkcarrier",02/08/18 06:59 AM,5,225,32.26,77288,3.43,14.3,325,0.33,2.49,14,145,0.12,0.35,0.2
"Ship 30","Bulkcarrier",02/08/18 07:59 AM,5,225,32.26,77288,3.12,14.3,331,0.29,2.77,13,150,0.12,0.27,0.18
"Ship 30","Bulkcarrier",02/08/18 08:59 AM,5,225,32.26,77288,3.04,13.3,329,0.29,2.9,12,159,0.11,0.3,0.17
"Ship 30","Bulkcarrier",02/08/18 09:59 AM,5,225,32.26,77288,3.17,14.3,323,0.27,2.85,21,212,0.1,0.25,0.15
"Ship 30","Bulkcarrier",02/08/18 10:59 AM,5,225,32.26,77288,2.9,14.3,325,0.24,2.63,18,220,0.12,0.3,0.18
"Ship 30","Bulkcarrier",02/08/18 11:59 AM,5,225,32.26,77288,2.66,13.3,330,0.31,2.3,10,238,0.12,0.24,0.18
"Ship 35","Bulkcarrier",02/15/18 01:00 PM,6,228.99,32.26,81837,5.69,18.2,313,0.35,2.68,34,220,0.22,0.5,0.34
"Ship 35","Bulkcarrier",02/15/18 01:59 PM,6,228.99,32.26,81837,5.48,15.4,315,0.48,3.25,28,229,0.25,0.59,0.39
"Ship 35","Bulkcarrier",02/15/18 02:59 PM,6,228.99,32.26,81837,5.15,18.2,314,0.46,3.54,19,251,0.25,0.5,0.38
"Ship 35","Bulkcarrier",02/15/18 03:59 PM,6,228.99,32.26,81837,6.17,18.2,318,0.46,3.49,12,234,0.26,0.69,0.39
"Ship 35","Bulkcarrier",02/15/18 04:59 PM,6,228.99,32.26,81837,5.04,18.2,315,0.44,3.12,17,228,0.22,0.59,0.34
"Ship 35","Bulkcarrier",02/15/18 05:59 PM,6,228.99,32.26,81837,4.74,16.7,313,0.39,2.49,15,291,0.2,0.44,0.31
"Ship 35","Bulkcarrier",02/15/18 06:59 PM,6,228.99,32.26,81837,5.3,16.7,317,0.42,1.78,6,23,0.23,0.5,0.35
"Ship 35","Bulkcarrier",02/15/18 07:59 PM,6,228.99,32.26,81837,4.52,18.2,317,0.33,1.18,4,68,0.23,0.51,0.35
"Ship 35","Bulkcarrier",02/15/18 08:59 PM,6,228.99,32.26,81837,4.98,18.2,320,0.37,0.86,5,177,0.21,0.59,0.33
"Ship 35","Bulkcarrier",02/15/18 09:59 PM,6,228.99,32.26,81837,5.2,16.7,319,0.36,0.9,9,29,0.21,0.48,0.32
"Ship 35","Bulkcarrier",02/15/18 10:59 PM,6,228.99,32.26,81837,5.55,16.7,321,0.44,1.3,4,67,0.2,0.53,0.31
"Ship 35","Bulkcarrier",02/16/18 12:00 AM,6,228.99,32.26,81837,6.3,16.7,321,0.4,1.96,1,158,0.24,0.55,0.36
"Ship 35","Bulkcarrier",02/16/18 12:59 AM,6,228.99,32.26,81837,6.03,15.4,321,0.58,2.72,7,80,0.24,0.58,0.37
"Ship 35","Bulkcarrier",02/16/18 01:59 AM,6,228.99,32.26,81837,5.55,16.7,312,0.44,3.38,8,46,0.27,0.79,0.43
"Ship 35","Bulkcarrier",02/16/18 02:59 AM,6,228.99,32.26,81837,4.84,16.7,312,0.43,3.78,10,41,0.27,0.64,0.42
"Ship 35","Bulkcarrier",02/16/18 03:59 AM,6,228.99,32.26,81837,5.14,16.7,322,0.43,3.8,8,40,0.24,0.58,0.39
"Ship 35","Bulkcarrier",02/16/18 04:59 AM,6,228.99,32.26,81837,5.89,16.7,317,0.44,3.46,8,38,0.24,0.5,0.36
"Ship 35","Bulkcarrier",02/16/18 05:59 AM,6,228.99,32.26,81837,5.26,16.7,316,0.42,2.84,4,124,0.27,0.69,0.41
"Ship 35","Bulkcarrier",02/16/18 06:59 AM,6,228.99,32.26,81837,5.18,16.7,318,0.44,2.05,4,130,0.23,0.56,0.36
"Ship 35","Bulkcarrier",02/16/18 07:59 AM,6,228.99,32.26,81837,5.37,16.7,319,0.36,1.32,5,110,0.18,0.49,0.29
"Ship 35","Bulkcarrier",02/16/18 08:59 AM,6,228.99,32.26,81837,5.18,16.7,321,0.38,0.86,1,127,0.21,0.48,0.32
"Ship 35","Bulkcarrier",02/16/18 09:59 AM,6,228.99,32.26,81837,4.86,16.7,321,0.31,0.73,2,140,0.21,0.48,0.31
"Ship 35","Bulkcarrier",02/16/18 10:59 AM,6,228.99,32.26,81837,4.58,16.7,321,0.31,0.99,1,177,0.22,0.55,0.33
"Ship 35","Bulkcarrier",02/16/18 11:59 AM,6,228.99,32.26,81837,4.72,16.7,325,0.52,1.58,4,345,0.22,0.48,0.34
"Ship 35","Bulkcarrier",02/16/18 12:59 PM,6,228.99,32.26,81837,4.68,16.7,318,0.43,2.3,1,236,0.21,0.47,0.34
"Ship 35","Bulkcarrier",02/16/18 01:59 PM,6,228.99,32.26,81837,4.67,15.4,322,0.41,3,7,306,0.22,0.51,0.33
"Ship 35","Bulkcarrier",02/16/18 02:59 PM,6,228.99,32.26,81837,4.75,16.7,322,0.41,3.47,9,329,0.23,0.59,0.36
"Ship 35","Bulkcarrier",02/16/18 03:59 PM,6,228.99,32.26,81837,4.15,15.4,324,0.33,3.61,9,304,0.21,0.47,0.34
"Ship 2","Bulkcarrier",02/19/18 01:00 PM,4,178.72,28,30618,2.51,13.3,320,0.21,1.05,13,13,0.12,0.27,0.19
"Ship 2","Bulkcarrier",02/19/18 02:00 PM,4,178.72,28,30618,2.61,11.8,319,0.23,1.72,14,13,0.14,0.37,0.21
"Ship 2","Bulkcarrier",02/19/18 03:00 PM,4,178.72,28,30618,2.78,13.3,319,0.24,2.46,16,23,0.15,0.39,0.22
"Ship 2","Bulkcarrier",02/19/18 04:00 PM,4,178.72,28,30618,2.45,13.3,321,0.27,3.1,18,25,0.14,0.34,0.21
"Ship 2","Bulkcarrier",02/19/18 05:00 PM,4,178.72,28,30618,2.39,11.8,316,0.27,3.47,19,22,0.12,0.32,0.19
"Ship 2","Bulkcarrier",02/19/18 06:00 PM,4,178.72,28,30618,2.73,13.3,316,0.29,3.5,20,23,0.13,0.37,0.2
"Ship 2","Bulkcarrier",02/19/18 07:00 PM,4,178.72,28,30618,2.46,14.3,313,0.27,3.17,20,26,0.14,0.3,0.21
"Ship 2","Bulkcarrier",02/19/18 08:00 PM,4,178.72,28,30618,2.62,13.3,317,0.28,2.56,22,26,0.13,0.28,0.19
"Ship 2","Bulkcarrier",02/19/18 09:00 PM,4,178.72,28,30618,2.54,12.5,317,0.27,1.83,23,30,0.12,0.35,0.19
"Ship 2","Bulkcarrier",02/19/18 10:00 PM,4,178.72,28,30618,2.46,13.3,320,0.26,1.15,23,28,0.12,0.26,0.19
"Ship 2","Bulkcarrier",02/19/18 11:00 PM,4,178.72,28,30618,2.62,14.3,317,0.22,0.73,20,26,0.11,0.27,0.17
"Ship 2","Bulkcarrier",02/20/18 12:00 AM,4,178.72,28,30618,2.72,12.5,317,0.21,0.69,23,29,0.11,0.25,0.17
"Ship 2","Bulkcarrier",02/20/18 01:00 AM,4,178.72,28,30618,2.43,12.5,315,0.28,1.01,24,35,0.13,0.33,0.2
"Ship 2","Bulkcarrier",02/20/18 02:00 AM,4,178.72,28,30618,2.58,13.3,314,0.25,1.62,23,35,0.13,0.25,0.19
"Ship 2","Bulkcarrier",02/20/18 03:00 AM,4,178.72,28,30618,2.73,13.3,312,0.23,2.38,20,48,0.15,0.39,0.23
