"ship","type","time","zone","length","breath","dwt","h_s","t_p","dir","h_sm","h_0","wind_speed","wind_dir","mov_avg","mov_max","mov_sig"
"Ship 2","Bulkcarrier",02/20/18 02:00 PM,4,178.72,28,30618,2.94,14.3,319,0.21,1.34,38,28,0.24,0.62,0.36
"Ship 2","Bulkcarrier",02/20/18 03:00 PM,4,178.72,28,30618,3.13,18.2,323,0.21,2.01,37,32,0.24,0.56,0.38
"Ship 2","Bulkcarrier",02/20/18 04:00 PM,4,178.72,28,30618,3.1,18.2,320,0.28,2.69,31,34,0.3,0.61,0.46
"Ship 2","Bulkcarrier",02/20/18 05:00 PM,4,178.72,28,30618,3.39,16.7,317,0.3,3.2,25,39,0.37,0.78,0.54
"Ship 2","Bulkcarrier",02/20/18 06:00 PM,4,178.72,28,30618,3.73,16.7,316,0.3,3.43,31,32,0.39,0.75,0.57
"Ship 2","Bulkcarrier",02/21/18 10:00 AM,4,178.72,28,30618,3.32,15.4,330,0.27,1.98,44,59,0.29,0.62,0.43
"Ship 2","Bulkcarrier",02/21/18 11:00 AM,4,178.72,28,30618,3.37,14.3,332,0.27,1.34,38,56,0.34,0.7,0.53
"Ship 2","Bulkcarrier",02/21/18 12:00 PM,4,178.72,28,30618,3.26,14.3,333,0.23,0.94,34,47,0.29,0.68,0.43
"Ship 2","Bulkcarrier",02/21/18 02:00 PM,4,178.72,28,30618,3.08,15.4,332,0.25,1.14,32,55,0.3,0.66,0.46
"Ship 2","Bulkcarrier",02/21/18 03:00 PM,4,178.72,28,30618,2.92,14.3,339,0.24,1.64,39,48,0.35,0.72,0.51
"Ship 2","Bulkcarrier",02/21/18 07:00 PM,4,178.72,28,30618,2.55,14.3,342,0.27,3.35,35,52,0.37,0.85,0.51
"Ship 2","Bulkcarrier",02/21/18 08:00 PM,4,178.72,28,30618,2.67,14.3,337,0.25,3.18,31,50,0.39,0.8,0.61
"Ship 2","Bulkcarrier",02/21/18 09:00 PM,4,178.72,28,30618,2.52,14.3,340,0.26,2.77,29,46,0.61,0.88,0.78
"Ship 2","Bulkcarrier",02/21/18 10:00 PM,4,178.72,28,30618,2.26,13.3,339,0.21,2.19,31,50,0.26,0.71,0.42
"Ship 2","Bulkcarrier",02/21/18 11:00 PM,4,178.72,28,30618,2.44,15.4,336,0.19,1.6,27,46,0.25,0.52,0.36
"Ship 2","Bulkcarrier",02/22/18 12:00 AM,4,178.72,28,30618,2.45,14.3,344,0.19,1.16,29,58,0.32,0.74,0.48
"Ship 2","Bulkcarrier",02/22/18 01:00 AM,4,178.72,28,30618,2.58,14.3,340,0.21,1,39,60,0.23,0.44,0.33
"Ship 2","Bulkcarrier",02/22/18 02:00 AM,4,178.72,28,30618,2.54,15.4,344,0.18,1.15,33,62,0.23,0.54,0.34
"Ship 2","Bulkcarrier",02/22/18 03:00 AM,4,178.72,28,30618,2.67,14.3,340,0.19,1.56,29,62,0.29,0.63,0.43
"Ship 2","Bulkcarrier",02/22/18 04:00 AM,4,178.72,28,30618,2.41,14.3,341,0.18,2.12,17,99,0.3,0.67,0.43
"Ship 11","Bulkcarrier",03/01/18 10:00 AM,5,158,23,21057,1.76,9.1,12,0.08,1.19,13,278,0.09,0.24,0.14
"Ship 11","Bulkcarrier",03/01/18 10:59 AM,5,158,23,21057,1.94,9.5,6,0.09,1.84,18,332,0.11,0.24,0.15
"Ship 11","Bulkcarrier",03/01/18 11:59 AM,5,158,23,21057,2.12,9.5,5,0.1,2.69,26,63,0.11,0.26,0.18
"Ship 11","Bulkcarrier",03/01/18 12:59 PM,5,158,23,21057,2.69,9.5,1,0.13,3.54,34,180,0.13,0.29,0.19
"Ship 11","Bulkcarrier",03/01/18 01:59 PM,5,158,23,21057,3.16,10,2,0.14,4.16,34,351,0.18,0.39,0.26
"Ship 11","Bulkcarrier",03/01/18 02:59 PM,5,158,23,21057,3.53,10.5,2,0.19,4.39,36,328,0.21,0.47,0.3
"Ship 11","Bulkcarrier",03/01/18 03:59 PM,5,158,23,21057,3.45,9.5,1,0.19,4.16,32,311,0.17,0.35,0.26
"Ship 11","Bulkcarrier",03/01/18 04:59 PM,5,158,23,21057,3.11,10.5,3,0.17,3.53,32,291,0.17,0.36,0.24
"Ship 11","Bulkcarrier",03/01/18 05:59 PM,5,158,23,21057,3.12,10,2,0.17,2.64,37,273,0.15,0.32,0.21
"Ship 11","Bulkcarrier",03/01/18 10:00 PM,5,158,23,21057,3.52,7.7,336,0.18,1.04,41,300,0.17,0.41,0.27
"Ship 11","Bulkcarrier",03/01/18 11:00 PM,5,158,23,21057,3.22,9.5,339,0.22,1.62,27,262,0.14,0.36,0.22
"Ship 11","Bulkcarrier",03/02/18 12:00 AM,5,158,23,21057,3.11,9.5,346,0.22,2.46,32,230,0.19,0.35,0.27
"Ship 11","Bulkcarrier",03/02/18 01:00 AM,5,158,23,21057,2.97,9.5,349,0.22,3.36,26,228,0.2,0.43,0.29
"Ship 11","Bulkcarrier",03/02/18 02:00 AM,5,158,23,21057,3.06,10,349,0.23,4.09,25,219,0.24,0.56,0.34
"Ship 12","General cargo",04/04/18 03:00 PM,3,89.92,12.5,4066,3.41,15.4,309,0.31,2.61,26,278,0.31,0.78,0.51
"Ship 12","General cargo",04/04/18 04:00 PM,3,89.92,12.5,4066,3.32,15.4,308,0.32,3.23,25,278,0.33,0.59,0.48
"Ship 12","General cargo",04/04/18 05:00 PM,3,89.92,12.5,4066,2.9,14.3,309,0.29,3.63,25,280,0.34,0.86,0.51
"Ship 12","General cargo",04/04/18 06:00 PM,3,89.92,12.5,4066,3.27,14.3,309,0.31,3.74,20,284,0.34,0.75,0.52
"Ship 12","General cargo",04/04/18 07:00 PM,3,89.92,12.5,4066,3.03,14.3,312,0.33,3.5,15,266,0.36,0.85,0.52
